,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
501,192.23,7.393,8,46.2,42.3,0,11.5,0,2,1,6,0,0,0,0,0,0,0,0,0,0,758,4.402,0,2.573,0.52,74.087,9.9789,57.56,0.014,5.159,6.764,0,24.952,56.857,32.336,27.243,0,0,9.476,0,0,0,94.244,0,0,21.62,7.026,15.993,6.362,0,0.148,0,0,0,9.887,3,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.096,5.527,FlavorsandFragrances,3
697,256.32,7.323,13,45.7,45.7,0,8.6,0,3,2,12,0,0,0,0,0,0,0,0,0,0,2838,4.324,0,4.171,1.099,135.379,10.63,89.357,0.01,6.976,4.924,10.883,7.127,85.286,32.336,33.614,0,0,0,0,0,0,122.102,0,0,25.933,7.454,17.149,6.312,0,0.59,0,0,0,10.292,5,6,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10.135,10.806,FlavorsandFragrances,3
588,264.34,7.343,15,44.4,50,0,5.6,0,1,2,12,0,0,0,0,0,0,0,0,0,0,3090,5.395,0,4.187,1.033,154.655,10.5133,96.567,0.009,6.837,4.842,0,4.592,132.667,32.336,17.371,0,0,37.905,0,0,0,150.822,0,0,18.155,7.026,16.951,0,0,0.271,0,0,0,5.073,3,3,7,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16.638,17.678,FlavorsandFragrances,3
732,79.11,7.192,6,45.5,45.5,9.1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,90,0.808,0,1.025,0.172,21,7.5,6.455,0.147,2.132,2.678,0,0,28.429,40.328,18.095,0,0,16.786,0,0,0,46.524,16.786,0,0,4,0,0,0,0,0,3.785,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.219,0.462,FlavorsandFragrances,3
591,857.5,5.462,7,61.1,34.4,0,4.5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,35636,52.084,0,17.405,4.777,198.409634,60,117.4183376,0.001,39.115,19.059,8.825,108.032,118.493,133.411,22,0,0,75.81,0,0,0,207.959,0,0,123.324,6.095,14.501,7.173,8,42.611,-0.287,0,18.84,10.851,7,7,9,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,88.014,309.454,FlavorsandFragrances,3
641,150.24,6.01,6,56,40,0,4,0,4,1,6,0,0,0,0,0,0,0,0,0,0,397,1.809,0,2.868,0.622,48.799,9.7062,24.803,0.045,5.962,6.566,17.65,2.535,37.905,42.683,3.186,0,0,0,0,0,0,61.276,0,0,5.72,9.596,17.423,0,0,1.067,0.455,0,9.412,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.914,10.323,FlavorsandFragrances,3
739,98.148,12.269,1,37.5,25,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5.273,0,1.333,0,7.46,4,6.797,0.129,0.768,6.378,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,4.842,12.839,5.889,0,0,0,0,0,4.299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,12.98464698,FlavorsandFragrances,3
790,178.25,6.602,7,51.9,40.7,0,7.4,0,4,1,6,0,0,0,0,0,0,0,0,0,0,594,3.387,0,3.358,0.574,62.723,9.7368,43.099,0.021,6.02,4.032,17.65,4.592,47.381,32.336,14.185,0,0,0,0,0,0,80.001,0,0,14.969,8.542,16.837,0,1,0.48,0.382,0,0,5.051,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.676,8.278,FlavorsandFragrances,3
867,170.28,5.676,1,60,33.3,0,6.7,0,9,1,6,0,0,0,0,0,0,0,0,0,0,500,3.744,0,3.5,1.087,56.596,9.3254,42.152,0.021,7.551,2.85,8.825,17.742,0,32.336,11,0,0,0,0,0,0,33.758,0,0,24.933,7.389,13.891,6.158,4,7.392,0.234,0,0,5.293,4,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.238,9.015,FlavorsandFragrances,3
767,176.23,7.049,8,48,44,0,8,0,2,1,6,0,0,0,0,0,0,0,0,0,0,616,3.676,0,2.634,0.589,64.747,9.6611,43.512,0.022,5.122,5.505,0,22.894,56.857,32.336,14.185,0,0,9.476,0,0,0,90.128,0,0,17.504,7.391,16.092,6.312,0,0.611,0,0,0,4.838,3,3,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.717,5.462,FlavorsandFragrances,3
765,172.3,5.384,1,62.5,31.3,0,6.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,265,8.636,0,3.031,0.504,45.974,11,49.978,0.018,7.916,3.485,17.65,19.8,0,32.336,11,0,0,0,0,0,0,44.641,0,0,26.991,6.066,13.492,6.158,2,6.716,0,0,0,4.99,3,3,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.186,11.46,FlavorsandFragrances,3
592,112.19,5.61,2,60,35,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,84,6.642,0,1.706,0.225,21.836,7,19.297,0.057,4.614,4.467,8.825,7.604,18.952,48.34,0,0,0,30.377,0,0,0,46.805,0,0,7.604,3.57,0,0,0,3.419,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.849,5.226,FlavorsandFragrances,3
646,140.25,5.394,2,61.5,34.6,0,3.8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,165,8.571,0,2.414,0.469,34.343,9,31.491,0.035,6.131,5.017,8.825,12.673,18.952,48.34,0,0,0,30.377,0,0,0,51.875,0,0,12.673,3.742,0,0,0,6.156,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469,10.23,FlavorsandFragrances,3
677,130.23,7.235,2,55.6,33.3,0,5.6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,4.766,0,2.403,0.374,19.763,7,16.971,0.074,4.627,3.903,8.825,19.201,9.476,28.644,0,0,0,9.476,32.22,32.22,0,73.221,0,0,39.152,5.887,13.436,10.152,0,1.366,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781,3.471,FlavorsandFragrances,3
550,184.31,5.585,2,60.6,33.3,0,6.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,326,9.29,0,3.487,0.425,52.132,12,54.076,0.017,8.043,4.5,26.476,12.196,18.952,32.336,11,0,0,18.952,0,0,0,64.815,0,0,19.387,6.547,13.72,6.158,2,2.914,0.388,0,0,5.009,3,3,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.206,10.192,FlavorsandFragrances,3
559,154.28,5.32,1,62.1,34.5,0,3.4,0,9,1,6,0,0,0,0,0,0,0,0,0,0,397,2.05,0,3.704,1.261,48.799,9.7062,27.919,0.04,7.196,3.518,17.65,12.673,0,30.278,0,0,0,0,0,0,0,35.457,0,0,17.806,9.596,15.094,5.379,0,5.533,1.011,0,0,0,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.558,7.846,FlavorsandFragrances,3
670,128.21,8.013,5,50,37.5,0,6.3,0,2,1,5,0,0,0,19.876,0,0,0,0,0,0,168,1.677,6.26,2.378,0.444,28.34,7.3192,14.738,0.071,3.771,3.375,7.19,0.9,30.692,0,9.507,17.22,0,0,32.22,32.22,0,76.45,0,0,38.568,6.984,16.174,0,0,0.979,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,3.147,FlavorsandFragrances,3
681,190.34,6.345,1,60,30,0,6.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,241,7.426,0,3.913,0.898,41.724,11,44.254,0.022,8.265,3.871,24.841,12.196,0,32.336,11,0,0,0,32.22,32.22,0,76.448,0,0,51.607,6.792,13.205,6.158,2,3.962,0.648,0,0,4.868,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,4.222,FlavorsandFragrances,3
842,174.22,6.701,2,53.8,30.8,0,15.4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,244,6.741,0,2.11,0.3,42.303,11,47.908,0.019,5.963,7.348,17.65,14.254,0,64.673,22,0,0,0,0,0,0,46.287,0,0,28.636,6.355,14.223,6.85,6,0.905,0,0,0,9.247,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257,0.623,FlavorsandFragrances,3
713,110.17,6.121,2,55.6,38.9,0,5.6,0,4,1,6,0,0,0,0,0,0,0,0,0,0,182,1.461,0,2.311,0.532,30.917,8.4152,13.456,0.078,4.173,1.788,8.825,7.604,9.476,30.278,3.186,0,0,9.476,0,0,0,34.224,0,0,15.923,6.939,15.42,0,0,2.935,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.679,2.552,FlavorsandFragrances,3
712,142.17,7.108,2,50,35,0,15,0,4,1,5,0,0,0,25.967,0,0,0,0,0,0,292,1.135,6.969,2.284,0.466,38.11,9.1143,23.918,0.04,4.449,9.68,17.65,2.535,0,89.205,0,0,0,5.243,0,0,0,30.562,0,0,12.911,10.135,17.361,0,5,0.611,-0.444,0,8.973,5.015,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.154,FlavorsandFragrances,3
557,158.27,5.458,1,62.1,31,0,6.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,212,9.636,0,2.754,0.527,39.992,10,43.145,0.022,7.157,3.028,17.65,17.265,0,32.336,11,0,0,0,0,0,0,42.107,0,0,24.456,5.184,12.949,6.158,2,6.602,0,0,0,4.783,3,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,7.39,FlavorsandFragrances,3
535,48.1,12.025,1,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.632,0,0,0,1.408,1,1.161,-0.103612462,0.579,6.465,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,44.982,0,44.982,29.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.853,12.98464698,FlavorsandFragrances,3
513,150.25,6.01,6,56,36,8,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,409,2.302,0,3.186,0.678,49.898,9.6173,26.883,0.04,5.99,5.839,26.476,2.535,0,57.113,23.608,0,0,33.571,0,0,0,52.618,33.571,0,8.048,8.659,17.229,0,0,1.027,0.658,8.426,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.939,2.158,FlavorsandFragrances,3
462,158.27,5.458,1,62.1,31,0,6.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,186,4.967,0,2.83,0.303,35.216,10,38.791,0.023,7.157,3.695,26.476,12.196,0,32.336,11,0,0,0,0,0,0,45.863,0,0,19.387,7.859,14.53,6.158,2,3.501,0.062,0,0,4.996,3,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,8.617,FlavorsandFragrances,3
433,258.44,5.743,6,57.8,40,0,2.2,0,12,6,17,2,0,0,29.231,0,0,48.943,57.247,0,0,6801,1.637,7.516,7.678,2.804,192.893,18.3842,57.442,0.02,11.411,6.84,52.951,9.185,18.952,11,12.742,0,0,0,0,0,0,93.831,0,0,21.927,15.537,19.214,0,1,1.656,1.193,0,0,5.715,2,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.041,18.086,FlavorsandFragrances,3
746,158.27,5.458,1,62.1,31,0,6.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,202,7.534,0,2.678,0.357,38.253,10,41.896,0.021,7.157,2.945,17.65,17.265,0,32.336,11,0,0,0,0,0,0,42.107,0,0,24.456,6.066,13.492,6.158,2,5.377,0,0,0,4.946,3,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,8.58,FlavorsandFragrances,3
554,220.29,6.884,8,50,40.6,0,9.4,0,5,1,6,0,0,0,0,0,0,0,0,0,0,1034,5.274,0,3.506,0.836,89.635,10.7663,66.307,0.015,6.822,5.234,8.825,12.196,47.381,62.615,14.185,0,0,0,0,0,0,83.913,0,0,27.706,7.094,16.124,6.731,3,1.285,0,0,0,4.705,5,1,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,5.273,FlavorsandFragrances,3
777,194.25,6.937,7,50,39.3,0,10.7,0,4,1,6,0,0,0,0,0,0,0,0,0,0,780,4.592,0,2.736,0.549,75.676,9.9322,60.729,0.013,6.117,4.132,8.825,11.719,47.381,32.336,27.243,0,0,0,0,0,0,80.361,0,0,24.154,6.966,15.976,6.158,0,1.114,0,0,0,10.173,4,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.451,5.383,FlavorsandFragrances,3
629,113.2,8.086,5,50,35.7,7.1,0,0,2,1,5,0,0,0,15.767,0,0,0,0,0,0,117,0.858,6.503,2.553,0.316,22.726,7.5531,9.418,0.123,3.295,3.087,17.65,0,0,35.777,2.757,1.358,0,16.786,31.278,31.278,0,60.263,16.786,0,35.393,8,17.291,0,0,0,0,4.035,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.319,0.509,FlavorsandFragrances,3
758,160.31,6.166,0,61.5,30.8,0,3.8,0,8,1,6,0,0,0,0,0,0,0,0,0,0,327,2.851,0,4.377,1.598,43.416,9.0518,25.585,0.044,7.659,2.507,17.65,12.196,0,11,0,11.771,0,0,32.22,32.22,0,62.066,0,0,44.416,7.431,12.668,0,2,4.893,1.305,0,0,5.417,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.541,4.256,FlavorsandFragrances,3
487,128.14,7.538,2,47.1,35.3,0,17.6,0,3,1,5,0,0,0,22.367,0,0,0,0,0,0,220,0.889,6.952,2.029,0.291,32.332,8.7209,18.824,0.05,3.543,10.821,17.65,0,0,89.205,0,0,0,5.243,0,0,0,28.027,0,0,10.377,9.919,17.341,0,6,0,-0.495,0,8.842,4.866,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0.017,FlavorsandFragrances,3
605,238.41,5.544,3,60.5,34.9,0,4.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,690,11.381,0,5.152,0.628,84.13,16,82.986,0.011,10.458,6.818,44.126,12.196,18.952,32.336,17.371,0,0,18.952,0,0,0,88.837,0,0,25.758,6.561,15.042,6.176,0,3.008,0.366,0,0,5.12,3,3,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14.749,21.978,FlavorsandFragrances,3
474,158.27,5.458,1,62.1,31,0,6.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,194,7.534,0,3.153,0.307,36.591,10,40.241,0.022,7.157,3.75,26.476,12.196,0,32.336,11,0,0,0,0,0,0,45.863,0,0,19.387,6.081,13.538,6.158,2,2.977,0.615,0,0,4.954,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,7.424,FlavorsandFragrances,3
537,224.38,5.609,3,60,35,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,586,10.461,0,4.304,0.59,76.054,15,74.648,0.013,9.69,5.661,35.301,14.731,18.952,32.336,17.371,0,0,18.952,0,0,0,82.546,0,0,28.293,6.197,14.986,6.176,0,3.885,0,0,0,5.05,3,3,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12.848,19.681,FlavorsandFragrances,3
859,172.3,5.384,1,62.5,31.3,0,6.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,237,7.089,0,3.349,0.884,41.142,11,41.297,0.027,7.854,5.574,17.65,15.207,0,68.738,0,0,0,0,0,0,0,33.767,0,0,16.117,6.842,13.246,5.889,0,5.948,0.626,0,8.483,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.186,11.737,FlavorsandFragrances,3
568,102.15,6.009,1,58.8,29.4,0,11.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,2.346,0,1.678,0,13.635,6,15.019,0.063,4.076,3.237,28.533,0,0,32.336,11,0,0,0,0,0,0,35.725,0,0,7.191,7.31,14.36,6.158,0,0,0.005,0,0,4.373,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,1.324,FlavorsandFragrances,3
612,150.29,5.182,3,62.1,37.9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,220,9.221,0,2.545,0.442,41.638,10,35.646,0.032,6.787,6.454,8.825,25.905,47.381,0,0,0,0,47.381,0,0,0,82.111,0,0,10.138,3.792,0,0,0,5.163,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14.851,16.891,FlavorsandFragrances,3
489,140.15,7.786,6,44.4,38.9,0,16.7,0,2,1,5,0,0,0,27.805,0,0,0,0,0,0,294,2.481,6.26,1.86,0.244,39.791,7.8557,28.442,0.029,3.409,4.32,8.825,4.592,30.692,32.336,20.507,17.22,0,0,0,0,0,56.75,0,0,17.233,7.028,16.221,6.176,0,0.225,0,0,0,4.654,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,1,FlavorsandFragrances,3
499,168.31,5.26,2,62.5,34.4,0,3.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,286,10.534,0,3.121,0.719,49.629,11,46.536,0.024,7.639,5.945,8.825,17.742,18.952,48.34,0,0,0,30.377,0,0,0,56.944,0,0,17.742,3.828,0,0,0,8.994,0,0,0,0,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.788,16.899,FlavorsandFragrances,3
577,126.22,5.488,2,60.9,34.8,0,4.3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,108,7.416,0,2.522,0.246,24.79,8,22.118,0.05,5.374,3.542,26.476,5.069,9.476,30.278,3.186,0,0,9.476,0,0,0,49.34,0,0,13.388,5.359,14.164,5.379,0,1.586,0,0,0,0,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.086,3.216,FlavorsandFragrances,3
397,168.31,5.26,2,62.5,34.4,0,3.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,286,10.534,0,3.038,0.673,49.629,11,46.516,0.024,7.639,5.695,8.825,17.742,18.952,48.34,0,0,0,30.377,0,0,0,56.944,0,0,17.742,3.828,0,0,0,7.905,0,0,0,0,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.605,13.612,FlavorsandFragrances,3
718,182.24,6.75,6,51.9,37,0,11.1,0,5,1,5,0,0,0,40.244,0,0,0,0,0,0,560,4.016,6.26,3.338,0.371,59.762,8.9196,48.157,0.017,6.152,4.319,17.65,7.127,30.692,32.336,20.507,17.22,0,0,0,0,0,68.109,0,0,19.767,7.078,16.265,6.176,0,0.694,0.337,0,0,4.965,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559,5.639,FlavorsandFragrances,3
722,170.28,5.676,2,60,33.3,0,6.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,237,5.69,0,3.29,0.294,40.913,11,43.184,0.021,7.273,4.996,35.301,7.127,9.476,32.336,14.185,0,0,9.476,0,0,0,62.281,0,0,17.504,7.86,15.909,0,2,1.463,0.587,0,0,4.998,3,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621,9.909,FlavorsandFragrances,3
478,144.24,5.548,1,61.5,30.8,0,7.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,143,5.188,0,2.676,0.261,29.709,9,32.95,0.027,6.395,3.735,26.476,9.661,0,32.336,11,0,0,0,0,0,0,43.328,0,0,16.853,7.414,14.405,6.158,2,2.622,0.011,0,0,4.905,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,6.146,FlavorsandFragrances,3
804,172.3,5.384,1,62.5,31.3,0,6.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,244,8.636,0,4.001,0.343,42.097,11,46.138,0.019,7.916,4.965,35.301,9.661,0,32.336,11,0,0,0,0,0,0,52.154,0,0,16.853,6.552,13.756,6.158,2,2.075,1.008,0,0,5.025,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.186,8.86,FlavorsandFragrances,3
415,226.29,7.3,13,45.2,48.4,0,6.5,0,2,2,12,0,0,0,0,0,0,0,0,0,0,2062,3.542,0,3.738,0.974,116.524,10.1166,69.672,0.012,6.035,4.031,0,7.127,94.762,32.336,17.371,0,0,0,0,0,0,115.452,0,0,20.689,8.538,17.165,0,2,1.164,0,0,0,5.193,3,5,3,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14.212,12.889,FlavorsandFragrances,3
848,140.25,5.394,2,61.5,34.6,0,3.8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,165,8.597,0,2.111,0.362,34.343,9,30.875,0.036,6.253,4.836,8.825,7.604,80.588,0,0,0,0,37.905,0,0,0,54.334,0,0,7.604,3.742,0,0,0,3.405,0,0,8.364,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469,6.238,FlavorsandFragrances,3
422,126.29,11.481,0,54.5,18.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,5.052,0,4.837,0,8.289,4,6.427,0.275,6.259,2.312,14.381,0,0,0,0,0,0,0,88.507,88.507,0,102.888,0,0,88.507,2.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,3.906,FlavorsandFragrances,3
819,258.39,6.302,9,53.7,41.5,0,4.9,0,6,1,6,0,0,0,0,0,0,0,0,0,0,1607,6.731,0,4.835,0.891,120.787,12.0383,92.477,0.01,9.372,6.301,26.476,9.661,66.334,32.336,20.557,0,0,18.952,0,0,0,119.219,0,0,26.41,8.538,16.95,0,0,2.389,0,0,0,5.195,3,5,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18.856,24.776,FlavorsandFragrances,3
724,154.28,5.32,2,62.1,34.5,0,3.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,220,9.416,0,2.767,0.594,41.638,10,38.658,0.028,6.886,5.504,8.825,15.207,18.952,48.34,0,0,0,30.377,0,0,0,54.409,0,0,15.207,3.792,0,0,0,7.566,0,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.631,13.356,FlavorsandFragrances,3
543,172.3,5.384,1,62.5,31.3,0,6.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,240,8.636,0,4.212,0.555,41.371,11,41.415,0.026,7.854,9.476,26.476,10.138,42.683,48.34,0,0,0,11.424,0,0,0,48.038,0,0,10.138,9.951,14.735,0,8,3.489,0.463,0,9.391,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.492,3.678,FlavorsandFragrances,3
468,192.28,6.409,7,53.3,40,0,6.7,0,5,1,6,0,0,0,0,0,0,0,0,0,0,682,4.089,0,4.016,0.715,67.288,10.1338,46.203,0.021,6.864,5.45,26.476,2.535,47.381,32.336,14.185,0,0,0,0,0,0,86.768,0,0,12.911,11.168,16.481,6.158,8,0.743,0,0,0,5.203,5,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.753,6.292,FlavorsandFragrances,3
775,194.25,6.937,7,50,39.3,0,10.7,0,4,1,6,0,0,0,0,0,0,0,0,0,0,804,4.062,0,3.095,0.769,72.614,10.2654,50.534,0.021,6.141,7.955,10.883,7.604,37.905,68.738,19.429,0,0,0,0,0,0,65.731,0,0,16.942,7.338,16.742,5.889,0,1.712,0,0,8.454,5.018,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.451,5.594,FlavorsandFragrances,3
395,114.16,6.342,2,55.6,33.3,0,11.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,3.112,0,1.764,0.071,18.181,7,17.266,0.061,4.115,10.187,8.825,18.301,9.476,68.738,0,0,0,9.476,0,0,0,37.513,0,0,3.444,7.405,14.254,5.889,0,0.551,-0.285,0,8.265,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602,2.02,FlavorsandFragrances,3
571,177.22,7.384,8,45.8,41.7,4.2,8.3,0,1,1,6,0,0,0,0,0,0,0,0,0,0,615,2.509,0,2.474,0.516,64.144,10.3712,40.192,0.023,4.802,9.722,0,20.359,80.278,32.336,16.942,0,0,9.476,0,0,0,80.874,32.897,0,17.726,9.619,17.72,0,0,0.202,0,0,0,4.821,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.307,2.42,FlavorsandFragrances,3
491,142.27,5.081,1,64.3,32.1,0,3.6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,165,8.851,0,2.453,0.466,34.343,9,33.032,0.033,6.82,4.611,8.825,12.673,61.636,0,0,0,0,18.952,0,0,0,40.45,0,0,12.673,3.742,0,0,2,5.993,0,0,8.451,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983,7.88,FlavorsandFragrances,3
643,210.3,6.373,6,54.5,36.4,0,9.1,0,7,1,5,0,0,0,49.01,0,0,0,0,0,0,844,5.503,6.26,3.551,0.678,80.003,9.6909,68.414,0.013,7.857,4.219,8.825,17.265,30.692,32.336,20.507,17.22,0,0,0,0,0,69.422,0,0,29.905,7.054,16.249,6.176,0,5.157,0,0,0,5.034,4,3,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,12.191,FlavorsandFragrances,3
524,192.23,7.393,7,46.2,42.3,0,11.5,0,4,3,11,1,0,0,28.787,0,0,50.653,0,0,0,1552,2.025,6.581,3.505,0.892,95.42,11.9559,42.641,0.024,5.307,5.317,8.825,9.185,28.429,48.34,35.672,23.542,0,11.424,0,0,0,71.535,0,0,22.857,9.266,17.771,0,0,1.044,0.051,0,0,10.437,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496,4.855,FlavorsandFragrances,3
624,220.39,5.51,1,60,37.5,0,2.5,0,13,6,16,2,18.131,21.39,0,0,0,48.142,54.093,60.155,66.106,4136,1.677,8.091,7.06,2.69,139.396,14.237,49.753,0.021,10.499,4.67,26.476,28.44,0,11,3.186,0,0,0,0,0,0,58.101,0,0,15.858,13.89,17.382,0,7,6.356,2.209,0,0,5.864,3,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.849,12.385,FlavorsandFragrances,3
