MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
292.28,8.119,4,4,2,0,0,0,0,27.8,5.6,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,2.894,2.122,2.168,0.803,1.931,2.753,2.111,19,5.0091,1.178,0.009,-2.468,3.478,7.484,0,0,0,0,0,0,0,0,0,0,0,0,2.174,-1.358,1.845,0.745,ChelatingAgentsLigands,1
748.99,7.416,9,9,6,2,0,0,2,26.7,5.9,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15156,5.606,3.777,8.027,3.562,1.022,3.134,1.587,48,4.453,1.69,0.001,-3.026,4.74,7.768,2,0,0,0,0,0,0,2,0,0,0,0,3.714,-1.067,1.139,9.892,ChelatingAgentsLigands,1
430.66,5.981,3,3,2,0,0,0,0,30.6,2.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,2.196,2.278,3.556,1.417,2.278,2.431,2.606,29,6.4052,1.014,0.005,-2.241,3.609,7.436,10,0,0,0,0,0,3,0,0,0,0,0,0.243,2.386,5.691,10.073,ChelatingAgentsLigands,1
460.59,8.529,10,4,4,2,0,0,2,31.5,7.4,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4790,2.861,3.117,5.733,2.699,0.788,3.648,1.024,16.9177,2.9592,1.23,0.004,-2.399,4.13,7.482,0,0,0,0,0,0,0,1,0,0,0,0,1.796,-1.004,1.007,0.828,ChelatingAgentsLigands,1
386.46,8.588,20,3,2,1,0,0,1,42.2,4.4,11.1,3,4,1,0,0,1,0,0,0,0,0,0,0,0,12173,4.761,1.187,5.224,2.754,0.691,3.803,0.478,15.2587,2.6337,0.948,0.008,-2.055,4.711,7.716,2,0,0,0,0,0,0,0,0,0,1,0,0.304,1.818,3.307,11.548,ChelatingAgentsLigands,1
764.76,8.136,20,8,2,0,0,0,0,36.2,2.1,19.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,53761,2.533,2.434,6.219,2.53,0.608,3.137,2.139,25.1274,2.5939,1.743,0.001,-3.17,3.742,7.448,4,0,0,0,0,0,8,0,0,0,2,0,-0.627,2.2,4.838,7.509,ChelatingAgentsLigands,1
424.6,7.077,24,0,6,0,0,0,0,43.3,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11030,0.724,0,5.179,2.515,0.488,2.806,2.067,11.1477,1.5976,0.603,0.005,-1.526,3.65,4.744,0,0,0,0,0,0,0,0,0,0,0,0,-0.805,1.194,1.425,15.244,ChelatingAgentsLigands,1
336.34,7.822,4,4,2,0,0,0,0,27.9,4.7,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,2.833,2.524,2.539,0.865,1.513,2.868,2,22,4.6551,1.251,0.005,-2.565,3.461,7.484,0,0,0,0,0,0,0,0,0,1,0,0,2.036,-1.509,2.278,0.988,ChelatingAgentsLigands,1
456.61,7.61,20,3,2,1,0,0,1,40,3.3,8.3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,18950,4.768,1.605,6.06,3.057,0.64,3.616,0.717,16.3168,2.4939,0.948,0.006,-2.055,4.711,7.716,4,0,0,0,0,0,1,0,0,0,1,0,-0.341,2.914,8.49,28.869,ChelatingAgentsLigands,1
476.48,8.215,16,4,2,0,0,0,0,37.9,3.4,17.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,15433,2.872,1.608,4.315,1.96,0.657,3.427,1.759,17.9051,2.4187,1.32,0.003,-2.653,3.737,7.484,0,0,0,0,0,0,0,0,0,0,2,0,1.633,0.794,0.63,5.994,ChelatingAgentsLigands,1
248.3,7.303,8,2,0,0,0,0,0,41.2,0,11.8,2,3,1,0,0,1,0,0,0,0,0,0,0,0,3149,2.047,1.821,2.906,1.27,0.872,3.441,0.353,14.5876,2.225,0.686,0.014,-1.758,3.862,7.429,1,0,0,0,2,0,0,0,0,0,1,0,0.374,1.488,2.216,4.021,ChelatingAgentsLigands,1
461.57,8.709,10,4,3,2,0,0,2,32.1,5.7,15.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3716,3.232,2.487,5.61,1.897,1.167,3.872,0.33,17.3482,3.4328,1.261,0.005,-2.452,3.905,7.485,1,0,0,0,0,0,0,0,0,0,0,0,3.422,-0.866,0.749,1.289,ChelatingAgentsLigands,1
440.4,8.156,4,4,0,0,0,0,0,29.6,0,25.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8474,3.21,1.06,3.624,1.301,1.008,2.682,2.556,31.6996,3.2653,1.493,0.004,-2.879,3.591,7.486,0,0,4,0,0,0,0,0,0,6,0,0,1.829,-2.994,8.965,3.97,ChelatingAgentsLigands,1
502.63,8.107,27,4,2,1,0,0,1,45.2,3.2,8.1,4,5,1,0,0,1,0,0,0,0,0,0,0,0,36600,4.818,1.257,6.653,3.309,0.494,3.601,0.553,15.1082,2.0613,0.948,0.005,-2.055,4.711,7.716,2,0,0,0,2,0,1,0,0,0,1,0,-0.383,3.447,11.883,37.579,ChelatingAgentsLigands,1
298.42,6.782,15,0,2,0,0,0,0,40.9,4.5,4.5,3,6,2,1,2,0,0,0,32.827,0,0,134.706,0,0,9962,1.858,1.811,3.685,1.879,0.646,3.407,0.688,15.8988,1.9908,0.57,0.009,-1.526,4.075,6.27,2,0,0,0,0,0,0,0,1,0,1,0,0.979,2.124,4.513,9.768,ChelatingAgentsLigands,1
699.972,9.722,16,4,3,0,0,0,4,36.1,4.2,13.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,28168,3.137,2.11,327.393,78.858,0.664,3.909,1.018,21.1454,2.6676,-2.921,0.002,-2.394,4.967,7.614,2,0,0,0,0,0,0,0,0,0,2,0,0.276,0.921,0.847,12.91399506,ChelatingAgentsLigands,1
441.44,8.175,11,5,3,0,0,0,0,33.3,5.6,18.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5619,2.963,2.27,3.945,1.825,1.18,3.285,1.502,20.3073,3.5956,1.356,0.005,-2.695,3.743,7.486,0,0,0,0,0,0,0,0,0,0,0,0,2.541,-0.394,0.155,0.41,ChelatingAgentsLigands,1
244.32,7.186,12,0,2,0,0,0,0,41.2,5.9,5.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2669,1.081,0.584,2.436,0.938,0.665,2.911,1.353,11.1066,2.0886,0.57,0.009,-1.526,3.685,4.889,0,0,0,0,0,0,0,0,0,0,2,0,1.996,1.942,3.771,3.813,ChelatingAgentsLigands,1
430.66,5.981,3,3,2,0,0,0,0,30.6,2.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,2.196,2.278,3.556,1.417,2.278,2.431,2.606,29,6.4052,1.014,0.005,-2.241,3.609,7.436,10,0,0,0,0,0,3,0,0,0,0,0,0.243,2.386,5.691,10.073,ChelatingAgentsLigands,1
823.78,8.671,41,5,6,0,0,2,2,48.4,6.3,5.3,8,11,2,0,0,2,0,0,0,0,0,0,0,0,303262,3.08,0.535,10.765,5.909,0.375,3.761,1.363,17.7584,1.424,1.247,0.002,-2.324,4.095,7.61,0,0,0,0,3,3,0,0,0,0,1,1,0.033,-4.807,23.109,12.91399506,ChelatingAgentsLigands,1
518.36,9.256,11,5,3,0,0,0,1,33.9,5.4,16.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5406,2.952,2.306,4.719,2.174,1.102,3.661,1.321,18.4556,3.4234,1.329,0.005,-2.578,6.866,7.484,1,0,0,0,0,0,0,1,0,0,0,0,2.5,0.215,0.046,1.169,ChelatingAgentsLigands,1
226.64,9.066,2,2,2,0,0,1,1,24,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,2.732,2.156,1.495,0.468,2.068,3.364,0.56,13,4.5939,1,0.015,-2.08,3.715,7.477,0,0,0,0,0,0,0,0,0,0,0,0,1.662,-0.719,0.517,0.287,ChelatingAgentsLigands,1
217.24,8.046,6,6,1,0,0,0,0,44.4,3.7,11.1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,2265,2.245,1.453,2.257,0.971,1.074,3.246,0.25,14.2934,2.4897,0.63,0.018,-1.649,3.816,7.446,1,0,0,0,6,1,1,0,0,0,0,0,-0.734,1.697,2.878,0.187,ChelatingAgentsLigands,1
251.68,9.321,6,6,1,0,0,1,1,44.4,3.7,11.1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,2664,2.276,1.453,2.547,1.137,1.031,3.525,0.25,14.6078,2.5446,0.736,0.017,-1.611,3.918,7.446,1,0,0,0,6,1,1,0,0,0,0,0,-0.692,2.236,5.001,0.643,ChelatingAgentsLigands,1
373.39,8.683,24,1,3,0,0,0,0,48.8,7,9.3,4,4,0,1,0,0,0,0,75.077,0,0,0,0,0,16079,2.694,0.744,4.256,1.898,0.619,3.047,0.791,12.6174,2.055,0.876,0.008,-2.028,3.994,7.478,0,0,0,0,0,0,0,0,0,0,0,0,0.917,3.698,13.674,15.898,ChelatingAgentsLigands,1
518.36,9.256,11,5,3,0,0,0,1,33.9,5.4,16.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5406,2.952,2.306,4.719,2.174,1.102,3.661,1.321,18.4556,3.4234,1.329,0.005,-2.578,6.866,7.484,1,0,0,0,0,0,0,1,0,0,0,0,2.5,0.215,0.046,1.169,ChelatingAgentsLigands,1
574.64,7.662,17,5,2,0,0,0,0,37.3,2.7,14.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24516,2.266,1.865,5.706,2.492,0.686,3.26,1.73,20.5623,2.6202,1.383,0.002,-2.734,3.785,7.441,1,0,0,0,0,0,4,0,0,0,2,0,-0.679,1.248,1.556,13.674,ChelatingAgentsLigands,1
262.3,7.286,3,3,2,0,0,0,0,27.8,5.6,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,2.929,2.147,2.334,0.89,2.26,3.062,0.854,17,5.0568,1.014,0.012,-2.241,3.545,7.482,1,0,0,0,0,0,0,0,0,0,0,0,3.135,-0.61,0.372,0.139,ChelatingAgentsLigands,1
456.61,7.61,20,3,2,1,0,0,1,40,3.3,8.3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,18950,4.768,1.605,6.06,3.057,0.64,3.616,0.717,16.3168,2.4939,0.948,0.006,-2.055,4.711,7.716,4,0,0,0,0,0,1,0,0,0,1,0,-0.341,2.914,8.49,28.869,ChelatingAgentsLigands,1
687.81,7.396,9,9,9,0,0,0,0,29,9.7,12.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26604,2.743,1.891,6.912,2.7,1.094,3.066,1.878,45.3439,3.6504,1.649,0.002,-3.035,3.595,7.447,3,0,3,0,0,0,0,6,0,0,0,0,5.368,-2.948,8.69,34.11,ChelatingAgentsLigands,1
271.4,8.224,1,1,1,2,0,0,2,24.2,3,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,2.957,2,2.766,0.675,2.143,2.945,0.629,15,4.6812,0.921,0.015,-1.919,4.041,6.376,1,0,0,0,0,0,0,0,4,0,0,0,4.356,-1.955,3.823,1.175,ChelatingAgentsLigands,1
232.18,9.287,15,0,0,0,0,0,1,48,0,12,3,3,0,3,0,0,0,0,128.867,0,0,0,0,0,1803,1.909,0,4.265,2.106,0.981,2.312,1.522,9.3133,3.3538,0.5,0.026,-1.407,4.2,5.039,0,0,0,0,0,0,0,0,0,0,0,0,-0.734,1.554,2.416,11.506,ChelatingAgentsLigands,1
475.61,6.794,5,5,3,0,0,0,0,30,4.3,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518,2.976,3.08,4.378,1.724,1.227,3.07,1.229,32,4.3128,1.29,0.003,-2.61,3.548,7.483,3,0,0,0,0,0,0,1,0,0,0,0,2.431,0.298,0.089,3.113,ChelatingAgentsLigands,1
429.53,8.591,6,6,3,2,0,0,2,26,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,3.831,2.636,5.225,1.537,1.699,3.289,1.201,26,5.4421,1.328,0.005,-2.551,4.915,7.482,0,0,0,0,0,0,0,1,0,0,0,0,1.954,-1.717,2.948,1.073,ChelatingAgentsLigands,1
267.3,8.1,11,5,1,0,0,0,0,48.5,3,9.1,3,6,2,0,0,2,0,0,0,0,0,0,0,0,8084,2.25,1.275,3.219,1.606,0.866,3.42,0.265,18.1642,2.2043,0.63,0.013,-1.649,3.892,7.446,1,0,0,0,5,1,1,0,0,0,0,0,-0.787,2.58,6.657,4.037,ChelatingAgentsLigands,1
440.4,8.156,4,4,0,0,0,0,0,29.6,0,25.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8474,3.21,1.06,3.624,1.301,1.008,2.682,2.556,31.6996,3.2653,1.493,0.004,-2.879,3.591,7.486,0,0,4,0,0,0,0,0,0,6,0,0,1.829,-2.994,8.965,3.97,ChelatingAgentsLigands,1
414.52,8.128,20,3,2,1,0,0,1,41.2,3.9,9.8,3,4,1,0,0,1,0,0,0,0,0,0,0,0,14524,4.745,1.475,5.524,2.813,0.647,3.67,0.554,15.5744,2.5141,0.948,0.006,-2.055,4.711,7.716,3,0,0,0,0,0,1,0,0,0,1,0,-0.302,2.269,5.148,15.985,ChelatingAgentsLigands,1
683.2,8.435,35,5,4,0,0,1,1,49.4,4.9,6.2,7,10,2,0,0,2,0,0,0,0,0,0,0,0,292065,2.772,0.558,8.833,4.657,0.342,3.782,0.67,17.3975,1.3172,1.097,0.003,-2.22,4.035,7.478,0,0,0,0,4,2,0,0,0,0,1,0,0.62,3.058,9.352,41.288,ChelatingAgentsLigands,1
251.68,9.321,6,6,1,0,0,1,1,44.4,3.7,11.1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,2664,2.276,1.453,2.547,1.137,1.031,3.525,0.25,14.6078,2.5446,0.736,0.017,-1.611,3.918,7.446,1,0,0,0,6,1,1,0,0,0,0,0,-0.692,2.236,5.001,0.643,ChelatingAgentsLigands,1
451.45,8.062,6,6,5,0,0,0,0,26.8,8.9,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,3.116,2.372,3.803,1.633,2.121,3.206,1.708,30,6.2196,1.482,0.004,-2.845,3.566,7.487,0,0,0,0,0,0,0,0,0,0,0,0,5.245,-2.386,5.695,6.007,ChelatingAgentsLigands,1
332.86,7.565,15,0,2,0,0,1,1,40.9,4.5,4.5,3,6,2,1,2,0,0,0,35.088,0,0,143.881,0,0,10827,1.542,1.87,4.048,1.96,0.648,3.407,0.688,15.903,2.0285,0.682,0.008,-1.483,4.075,5.081,2,0,0,0,0,0,0,0,0,0,1,0,0.278,2.357,5.554,15.344,ChelatingAgentsLigands,1
502.462,11.166,27,5,2,2,0,0,4,44.4,4.4,15.6,4,6,2,0,0,2,0,0,0,0,0,0,0,0,37988,5.624,1.178,12.869,6.345,0.542,3.312,0.667,17.4825,2.34,-1.899,0.006,-2.075,4.747,7.859,0,0,0,0,0,0,0,0,0,0,0,0,-0.202,2.173,4.72,12.91399506,Colorants,2
247.32,7.729,18,1,3,0,0,0,0,50,9.4,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,5711,1.029,0.447,2.953,1.338,0.72,2.372,0.824,13.7295,2.2604,0.346,0.014,-1.03,3.932,5.024,0,0,0,0,0,0,0,0,0,0,0,0,0.29,3.566,12.719,19.02,Colorants,2
487.46,9.197,29,6,5,0,0,0,0,45.3,9.4,13.2,4,5,1,0,0,1,0,0,0,0,0,0,0,0,41435,2.593,0.902,5.186,2.308,0.506,3.585,0.533,16.4128,1.957,1.228,0.004,-2.518,3.997,7.818,0,0,0,0,0,0,0,0,0,0,1,0,0.259,3.683,13.564,29.133,Colorants,2
249.96,11.362,9,2,3,0,4,0,0,31.8,13.6,9.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1269,6.596,1.693,1.778,0.673,1.276,3.629,0.398,12.7267,3.4351,1.082,0.013,-2.592,3.886,8.501,0,0,0,0,0,0,0,0,0,0,0,0,-0.404,2.285,5.223,12.91399506,Colorants,2
340.21,9.72,14,0,4,0,0,2,2,40,11.4,5.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4565,1.3,1.502,3.335,1.503,0.812,3.514,0.9,12.8784,2.728,0.902,0.011,-1.689,4.326,6.91,0,0,0,0,0,0,0,0,0,0,2,0,-0.175,2.355,5.544,12.91399506,Colorants,2
432.57,7.724,16,4,3,1,0,0,1,37.5,5.4,8.9,3,4,1,1,1,0,0,0,74.959,0,0,144.812,0,0,17522,5.661,1.326,5.661,2.427,0.51,3.486,0.867,14.1124,2.0175,1,0.004,-2.129,4.712,7.866,2,1,0,0,0,0,0,0,0,0,0,0,-0.693,3.231,10.44,12.91399506,Colorants,2
461.411,10.487,26,4,3,1,0,0,2,45.5,6.8,15.9,4,6,2,0,0,2,0,0,0,0,0,0,0,0,36493,5.908,1.042,6.025,2.935,0.546,3.495,0.364,16.9132,2.1884,-0.993,0.006,-2.291,4.745,7.859,0,0,0,0,0,0,0,0,0,0,0,0,0.332,1.916,3.67,12.91399506,Colorants,2
461.491,9.23,22,4,4,1,0,0,2,42,8,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19559,5.417,1.085,5.455,2.232,0.464,3.395,0.75,12.9472,2.061,-1.117,0.004,-2.09,4.735,7.859,1,0,0,0,0,0,0,0,0,0,2,0,-0.65,2.126,4.522,12.91399506,Colorants,2
313.31,8.952,18,2,3,0,1,0,0,45.7,8.6,8.6,3,4,1,1,1,0,0,0,52.647,0,0,94.593,0,0,9218,2.313,1.226,3.258,1.405,0.615,3.699,0.443,12.8062,2.0403,0.903,0.01,-2.145,3.977,8.201,0,0,0,0,0,0,0,0,0,0,0,1,0.364,2.807,7.881,10.631,Colorants,2
346.82,8.459,14,1,3,0,0,1,1,41.5,7.3,7.3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5069,2.044,1.336,3.465,1.453,0.868,3.596,0.72,13.8556,2.6624,0.86,0.008,-1.826,3.944,7.428,2,0,0,0,0,0,0,0,0,0,2,1,-0.26,2.429,5.902,16.505,Colorants,2
416.411,9.915,22,4,2,1,0,0,2,47.6,4.8,11.9,4,7,2,0,0,2,0,0,0,0,0,0,0,0,26179,5.079,0.973,7.373,3.397,0.729,3.251,0.8,19.1669,2.3164,-1.203,0.009,-1.929,4.731,7.721,0,0,0,0,0,0,0,0,0,0,0,0,0.96,2.278,5.188,12.91399506,Colorants,2
242.26,8.652,15,3,4,0,0,0,0,42.9,14.3,7.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2716,2.457,0.894,2.235,0.855,0.687,2.736,1.286,10.6519,2.3651,0.715,0.013,-1.758,3.846,7.815,0,0,0,0,0,0,0,0,0,0,0,0,0.483,2.677,7.167,11.204,Colorants,2
907.595,6.673,29,7,4,0,0,0,1,40.4,2.9,4.4,7,66,12,5,0,2,0,0,512.47,0,151.325,0,446.069,0,2253652,2.526,2.569,16.959,9.709,0.287,3.463,1.114,25.5096,1.2187,0.667,0.002,-2.279,4.215,7.445,9,0,0,3,2,3,2,0,0,0,0,0,-0.83,5.089,25.903,12.91399506,Colorants,2
691.842,18.698,17,5,0,0,0,0,6,54.1,0,13.5,4,7,2,0,0,2,0,0,0,0,0,0,0,0,36395,2.036,1.144,9.434,4.749,0.756,3.916,0.162,20.329,2.3558,-1.947,0.009,-1.24,6.895,7.433,0,0,0,0,4,2,0,0,0,0,1,2,-0.639,3.921,15.373,12.91399506,Colorants,2
324.49,6.49,13,1,3,0,0,0,0,40,6,2,3,6,2,0,0,2,0,0,0,0,0,0,0,0,13330,0.83,1.351,4.605,1.806,0.675,2.855,1.82,17.092,2.1822,0.507,0.008,-1.386,3.953,5.013,4,0,0,0,0,0,0,0,0,0,1,0,-0.823,2.772,7.686,24.428,Colorants,2
902.95,10.499,33,21,8,4,0,0,4,38.4,9.3,17.4,6,8,2,0,0,2,0,0,0,0,0,0,0,0,484155,5.98,0.874,11.835,5.72,0.28,4.088,1.163,16.3927,1.3663,1.806,0.001,-3.101,4.756,7.78,0,0,0,0,12,4,0,0,0,0,0,0,7.573,-2.036,4.145,6.363,Colorants,2
400.411,9.766,22,5,2,1,0,0,2,48.8,4.9,9.8,4,6,2,0,0,2,0,0,0,0,0,0,0,0,25897,4.708,0.916,7.175,3.252,0.559,3.303,0.439,16.3945,2.0929,-1.275,0.007,-1.737,4.733,7.721,0,0,0,0,2,0,0,0,0,0,0,0,-0.288,3.338,11.142,12.91399506,Colorants,2
604.513,12.337,29,7,2,3,0,0,6,40.8,4.1,20.4,4,6,2,0,0,2,0,0,0,0,0,0,0,0,56803,6.128,1.348,25.042,24.556,0.529,3.519,0.505,18.207,2.4497,-2.28,0.005,-2.327,4.757,7.863,0,0,0,0,0,0,0,0,0,0,0,0,-0.139,1.086,1.179,12.91399506,Colorants,2
506.11,7.23,17,5,2,0,0,1,1,42.9,2.9,4.3,4,7,2,0,0,2,0,0,0,0,0,0,0,0,54269,2.048,1.556,6.827,3.131,0.62,3.409,1.14,19.7402,2.0667,0.8,0.005,-1.724,3.97,7.432,5,0,0,0,4,2,0,0,0,0,1,0,-0.827,4.631,21.444,12.91399506,Colorants,2
825.041,8.169,38,8,3,2,0,0,3,44.6,3,6.9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,164521,5.482,1.025,11.787,5.764,0.308,3.586,1.099,13.1375,1.4059,-0.967,0.002,-2.25,4.741,7.863,3,0,0,0,4,2,0,0,0,0,1,0,-0.43,4.426,19.592,12.91399506,Colorants,2
600.771,7.605,22,4,2,1,0,0,2,40.5,2.5,7.6,4,7,2,0,0,2,0,0,0,0,0,0,0,0,72022,4.92,2.261,10.251,4.657,0.458,3.394,1.446,20.1477,1.7218,-1.126,0.003,-2.09,4.728,7.721,1,0,0,0,0,0,0,0,0,0,1,0,0.725,4.887,23.882,12.91399506,Colorants,2
436.31,9.696,25,2,3,0,0,2,2,51.1,6.7,4.4,4,5,1,0,0,1,0,0,0,0,0,0,0,0,23383,2.123,0.551,4.992,2.366,0.548,3.132,0.525,15.0946,1.9623,0.844,0.006,-1.572,4.033,7.429,0,0,0,0,0,0,0,0,0,0,0,2,0.21,4.884,23.856,48.357,Colorants,2
509.87,12.747,22,5,2,2,0,1,4,40,5,20,3,4,1,0,0,1,0,0,0,0,0,0,0,0,18024,5.888,1.017,6.076,3.475,0.749,3.67,0.35,17.4716,2.9382,1.08,0.008,-2.3,4.784,7.773,0,0,0,0,0,0,0,0,0,0,0,1,1.098,0.881,0.777,12.91399506,Colorants,2
937.096,11.025,46,11,11,3,0,0,5,40,12.9,12.9,6,7,1,0,0,1,0,0,0,0,0,0,0,0,469139,6.401,0.94,16.549,8.366,0.267,3.734,1.021,15.2403,1.5204,-1.914,0.002,-2.874,4.76,7.864,0,0,0,0,0,0,0,0,0,0,0,0,3.483,0.255,0.065,12.91399506,Colorants,2
471.38,11.497,19,7,4,1,0,0,2,39,9.8,19.5,4,8,4,0,1,1,0,0,0,72.722,0,94.8,241.347,0,29023,5.496,0.914,8.846,5.799,0.7,4.088,0.476,17.2951,2.6187,1.078,0.007,-2.465,5.255,7.815,1,0,1,0,0,0,0,1,0,0,0,0,-0.118,0.233,0.054,12.91399506,Colorants,2
293.33,9.462,15,2,3,1,0,0,1,38.7,9.7,12.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3541,5.727,1.491,2.523,1.026,0.632,2.92,0.863,10.9762,2.4569,0.905,0.009,-1.975,4.718,7.866,0,0,0,0,0,0,0,0,0,0,0,0,0.508,2.647,7.006,12.91399506,Colorants,2
496.462,10.793,22,5,2,2,0,0,4,39.1,4.3,17.4,3,4,1,0,0,1,0,0,0,0,0,0,0,0,22855,5.56,1.304,12.584,5.772,0.594,3.941,0.381,16.2788,2.5884,-1.861,0.006,-2.215,4.741,7.859,1,0,0,0,0,0,0,0,0,0,1,0,-0.155,1.119,1.252,12.91399506,Colorants,2
353.95,6.94,14,2,2,0,0,1,1,43.1,3.9,0,3,4,1,1,1,0,0,0,56.442,0,0,109.708,0,0,11470,1.234,1.207,5.297,2.309,0.582,3.139,0.858,13.7263,1.9133,0.396,0.009,-0.697,3.94,4.703,3,1,0,0,2,0,0,0,0,0,0,0,-0.869,4.603,21.188,12.91399506,Colorants,2
300.39,7.152,13,1,2,0,0,0,0,40.5,4.8,7.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3985,1.881,1.279,2.996,1.323,0.862,3.314,1.054,12.8493,2.5376,0.701,0.009,-1.758,3.815,7.428,2,0,0,0,0,0,0,0,0,0,2,0,1.024,2.229,4.97,6.416,Colorants,2
509.462,11.075,23,6,3,2,0,0,4,39.1,6.5,17.4,3,4,1,0,0,1,0,0,0,0,0,0,0,0,20139,6.08,1.377,12.152,5.909,0.73,4.029,0.468,17.418,2.9551,-1.839,0.007,-2.279,4.751,7.859,1,0,0,0,0,0,0,1,0,0,0,0,0.402,0.732,0.536,12.91399506,Colorants,2
626.572,10.106,34,5,5,1,0,0,3,46.8,8.1,11.3,5,6,1,0,0,1,0,0,0,0,0,0,0,0,153403,5.892,0.959,9.49,5.215,0.3,3.6,0.78,14.0939,1.4764,-1.846,0.003,-2.318,4.743,7.859,0,0,0,0,0,0,0,0,0,0,0,0,0.809,2.019,4.074,12.91399506,Colorants,2
392.27,9.568,16,3,5,0,0,2,2,41.5,12.2,4.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7263,2.58,1.571,4.144,1.586,0.639,3.564,0.701,13.3723,2.4424,0.956,0.007,-1.794,4.09,7.815,1,0,0,0,0,0,0,0,0,0,0,2,-0.646,3.595,12.921,34.956,Colorants,2
566.761,7.983,14,8,3,2,0,0,3,38,4.2,7,3,4,1,1,1,0,0,0,96.906,0,0,186.384,0,0,33424,5.195,1.702,8.509,3.822,0.52,3.569,0.764,17.3359,1.9527,-1.139,0.004,-1.958,4.692,7.857,2,0,1,0,5,1,0,0,0,0,0,0,-0.705,3.467,12.018,12.91399506,Colorants,2
1083.004,10.939,47,13,9,4,0,0,8,39.4,9.1,15.2,7,9,2,0,0,2,0,0,0,0,0,0,0,0,1290393,6.095,1.17,117.457,48.693,0.254,4.224,1.094,17.0914,1.3714,-2.435,0.001,-2.951,4.781,7.872,1,0,0,0,0,0,0,0,0,0,2,0,0.753,0.682,0.465,12.91399506,Colorants,2
430.411,10.01,22,4,1,1,0,0,2,48.8,2.3,14,4,7,2,0,0,2,0,0,0,0,0,0,0,0,34013,5.683,0.914,6.25,3.342,0.659,3.617,0.483,19.1559,2.1533,-1.17,0.008,-2.012,4.74,7.859,1,0,0,0,0,0,0,0,0,0,0,0,-0.283,1.99,3.959,12.91399506,Colorants,2
621.622,10.906,30,7,3,3,0,0,5,40.4,5.3,15.8,4,5,1,0,0,1,0,0,0,0,0,0,0,0,42582,6.19,1.115,14.798,7.423,0.594,3.779,0.553,16.9323,2.6781,-1.788,0.005,-2.358,4.758,7.859,1,0,0,0,0,0,0,0,0,0,0,0,0.323,1.271,1.616,12.91399506,Colorants,2
