No.,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
3662,88.12,6.294,1,57.1,28.6,0,14.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,2.662,0,0.986,0,10.742,5,11.126,0.088,3.416,16.476,0,15.767,94.843,0,0,0,0,9.476,0,0,0,25.243,0,0,0,5.653,11.595,0,0,-0.233,-0.745,0,16.312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.063,Pharmaceuticals,7
3663,295.33,7.982,12,43.2,43.2,2.7,2.7,8.1,4,2,12,0,0,0,0,0,0,0,0,0,0,3258,4.317,0,4.617,1.31,141.357,11.4409,96.906,0.009,6.648,26.279,0,37.537,85.286,0,67.495,0,7.76,0,0,0,0,109.301,32.897,44.88,16.255,11.657,17.794,9.388,0,1.019,-0.27,0,0,5.761,4,4,0,10,1,0,0,30,0,0,0,0,0,0,0,0,0,1,15.349,12.971,Pharmaceuticals,7
3664,287.33,8.979,10,40.6,31.3,9.4,15.6,0,3,1,6,0,0,0,0,0,0,0,0,0,0,1589,3.655,0,5.25,1.443,110.701,14.0984,73.811,0.015,7.369,25.884,27.676,19.529,24.76,127.864,23.233,7.884,0,22.593,0,5.807,0,77.258,36.315,0,15.775,13.052,20.3,5.245,0,0,0,3.635,0,4.203,4,5,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,6,1.466,0.001,Pharmaceuticals,7
3665,250.31,7.585,17,42.4,51.5,0,6.1,0,1,6,18,2,0,0,0,0,0,0,107.553,0,0,7356,1.734,0,4.708,1.84,208.782,19.3007,50.656,0.022,6.283,11.718,8.825,15.767,66.334,85.367,16.663,0,0,9.476,0,0,0,107.589,0,0,16.663,11.846,20.619,0,0,0,0,0,19.525,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.257,17.222,Pharmaceuticals,7
3666,357.29,9.656,19,29.7,45.9,2.7,21.6,0,2,10,23,3,0,0,37,0,0,64.035,134.907,0,0,26955,2.355,6.605,5.577,2.314,363.484,22.4528,95.365,0.011,4.069,37,16.553,6.65,37.905,111.421,64.964,23.542,50.747,5.67,0,0,0,88.313,5.67,0,39.525,12.877,21.018,6.556,0,-0.139,0,0,19.947,15.764,6,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.727,6.916,Pharmaceuticals,7
3667,319.43,9.395,11,38.2,44.1,2.9,8.8,0,2,2,11,0,0,0,65.057,0,0,0,0,0,0,3520,4.19,6.986,6.136,1.926,147.104,11.6696,88.098,0.012,4.668,10.611,8.825,5.23,66.334,100.138,6.371,0,45.192,20.503,77.412,77.412,0,168.213,3.124,0,47.862,10.592,17.611,9.769,0,-0.399,0,0,8.779,0,1,3,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5.432,13.184,Pharmaceuticals,7
3668,241.27,7.54,7,46.9,34.4,3.1,15.6,0,4,1,6,0,0,0,0,0,0,0,0,0,0,1305,5.036,0,3.246,0.721,102.563,12.1408,82.814,0.01,6.804,17.941,10.883,42.082,80.588,25.145,43.487,6.763,0,0,0,0,0,75.222,32.897,0,26.434,8.986,17.324,5.235,0,-0.224,-0.938,0,9.424,14.805,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.839,Pharmaceuticals,7
3669,301.39,7.176,12,47.6,42.9,2.4,4.8,2.4,6,4,18,1,0,0,0,0,0,0,99.672,0,0,7819,3.931,0,5.631,1.92,209.975,12.6267,115.739,0.008,9.047,10.515,0,9.28,136.504,0,31.735,14.96,0,0,0,0,0,105.826,18.011,14.96,30.016,9.493,17.873,0,2,2.612,-0.83,0,10.271,5.795,3,3,1,10,9,0,0,9,0,0,0,0,0,0,0,0,0,3,8.555,10.59,Pharmaceuticals,7
3670,201.07,10.583,6,47.4,42.1,0,5.3,5.3,2,1,6,0,0,0,0,0,0,0,0,0,0,326,2.096,0,2.546,0.72,43.093,9.1829,22.416,0.047,1.745,3.347,10.883,2.404,37.905,0,19.429,0,45.954,0,45.954,0,45.954,105.575,45.954,0,10.833,7.629,16.826,0,0,0.879,0,0,0,5.036,2,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7.092,6.544,Pharmaceuticals,7
3671,254.79,7.077,7,52.8,36.1,5.6,2.8,2.8,6,1,6,0,0,0,0,0,0,0,0,0,0,1243,4.464,0,4.223,1.075,98.655,12.2519,72.765,0.014,8.189,5.752,17.65,25.501,55.916,29.85,5.942,0,0,39.149,0,39.149,0,112.841,36.022,0,18.137,9.167,17.413,4.559,5,2.245,-0.196,0,0,0,0,1,3,5,4,0,0,0,11,0,0,0,6,0,0,0,0,5,6.351,6.166,Pharmaceuticals,7
3672,425.93,8.352,25,39.2,52.9,2,3.9,2,3,7,31,2,0,0,0,83.854,0,0,138.913,144.47,0,61103,4.294,5.293,8.103,2.971,424.918,14.7018,168.594,0.006,7.971,6.086,0,5.069,142.144,49.122,34.717,0,39.149,74.887,0,39.149,0,217.27,16.786,0,35.977,10.052,19.524,0,2,1.582,-0.255,4.668,0,5.813,8,10,5,20,16,0,0,0,4,0,0,0,26,0,0,0,0,4,27.443,50.323,Pharmaceuticals,7
3673,169.35,4.839,0,65.7,31.4,2.9,0,0,11,1,7,0,0,0,0,41.137,0,0,0,0,0,505,2.756,4.977,4.72,1.329,58.437,10.9246,33.497,0.033,8.909,3.859,26.476,14.35,18.011,0,0,0,0,0,0,0,0,40.825,18.011,0,14.35,12.332,15.772,0,4,7.949,0.942,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.806,7.727,Pharmaceuticals,7
3674,401.65,5.907,8,57.4,36.8,1.5,4.4,0,17,3,12,1,0,0,0,0,0,0,160.878,0,0,11378,9.693,0,8.232,2.497,330.392,15.1337,249.768,0.004,16.842,8.225,17.65,40.076,28.429,32.336,47.913,6.872,0,0,0,0,0,109.347,16.786,0,63.268,10.184,18.291,5.015,2,19.145,0,0,0,10.73,5,5,5,19,12,0,0,0,0,0,0,0,0,0,0,0,0,4,48.331,88.531,Pharmaceuticals,7
3675,353.35,8.618,17,36.6,46.3,2.4,14.6,0,3,4,18,1,0,0,0,0,0,0,120.203,0,0,10254,3.538,0,5.954,2.063,239.889,14.7064,112.171,0.009,6.036,22.108,14.495,2.535,75.81,103.24,29.577,0,50.747,5.67,0,0,0,116.013,5.67,0,31.378,11.767,19.009,6.824,0,-0.047,-0.769,0,10.291,5.356,9,12,13,11,3,0,0,0,0,0,0,0,0,0,0,0,0,2,8.094,9.132,Pharmaceuticals,7
3676,247.32,7.066,8,48.6,40,2.9,8.6,0,6,2,12,0,0,0,0,0,0,0,0,0,0,2577,3.259,0,4.513,1.578,122.115,11.4559,74.833,0.013,7.501,5.333,10.883,8.852,47.381,62.615,17.31,0,0,0,0,0,0,82.626,3.124,0,24.362,9.753,16.55,6.732,0,2.357,-0.618,0,0,4.672,7,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.884,1.849,Pharmaceuticals,7
3677,179.23,7.793,16,39.1,56.5,4.3,0,0,0,6,18,2,0,0,0,0,0,0,71.207,0,0,3516,1.18,0,3.374,1.244,145.129,17.8615,28.118,0.037,3.875,3.549,0,0,85.286,16.786,9.434,0,0,16.786,0,0,0,94.72,16.786,0,9.434,9.836,19.831,0,0,0,0,4.578,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.309,11.244,Pharmaceuticals,7
3678,242.3,6.923,6,51.4,34.3,0,14.3,0,6,1,6,0,0,0,0,0,0,0,0,0,0,1386,5.255,0,3.434,0.75,103.166,12.0779,87.26,0.01,8.257,15.011,10.883,15.835,123.272,22,19.429,23.542,0,0,0,0,0,73.052,0,0,24.264,8.727,17.042,0,0,0.803,-0.882,0,18.265,15.281,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.175,Pharmaceuticals,7
3679,575.69,10.862,12,32.1,32.1,13.2,15.1,0,7,5,19,1,0,175.38,115.13,0,158.839,0,0,0,0,37915,4.812,6.529,12.097,5.578,367.244,13.103,248.137,0.004,4.529,56.822,19.279,55.832,0,290.526,8.841,23.542,0,52.501,128.878,128.878,0,175.712,105.553,0,156.432,15.912,19.064,11.756,0,0.47,-1.71,11.089,18.963,5.4,6,6,7,0,0,202,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.008,Pharmaceuticals,7
3680,249.01,17.786,7,28.6,42.9,7.1,14.3,7.1,0,1,6,0,0,0,0,0,0,0,0,0,0,314,1.749,0,2.823,0.432,42.487,9.3487,19.068,0.056,8.195,14.5,0,0,9.476,109.066,22.94,0,0,16.786,56.782,0,56.782,33.326,16.786,0,5.755,9.387,17.683,0,0,0,0,3.756,8.533,0,2,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0.001,0.743,Pharmaceuticals,7
3681,212.7,7.878,6,48.1,37,7.4,3.7,3.7,4,2,12,0,0,0,0,0,0,0,0,0,0,1393,2.266,0,3.78,1.239,84.939,10.6023,44.501,0.022,5.691,5.519,0,8.423,46.439,42.683,9.382,0,39.149,39.149,0,39.149,0,82.258,21.135,0,14.68,9.256,17.689,0.188,0,3.971,0,0,9.279,0,2,1,0,1,0,0,0,0,11,0,0,0,3,0,0,0,0,2,2.348,3.278,Pharmaceuticals,7
3682,314.51,5.934,8,56.6,39.6,0,3.8,0,11,2,12,0,0,0,0,0,0,0,0,0,0,5110,4.334,0,7.035,2.541,175.606,13.979,98.239,0.012,12.973,11.898,26.476,30.974,28.429,85.367,12.742,0,0,9.476,0,0,0,98.621,0,0,27.949,11.532,18.498,0,0,6.419,0.299,0,21.096,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19.442,43.072,Pharmaceuticals,7
3683,326.52,6.047,3,55.6,40.7,0,3.7,0,16,10,23,3,0,0,34.793,0,0,57.062,125.184,0,0,23635,2.144,7.235,8.855,5.363,330.416,21.2123,101.911,0.011,13.538,12.155,28.533,17.742,52.16,16.243,6.371,52.123,0,31.75,0,0,0,107.718,0,0,29.356,16.811,18.309,0,4,7.374,2.614,0,11.056,5.51,2,2,3,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.219,21.95,Pharmaceuticals,7
3684,194.2,8.092,7,41.7,41.7,0,16.7,0,3,3,11,1,0,0,25.468,0,0,49.03,0,0,0,1570,2.009,6.605,3.045,0.886,97.435,12.346,43.278,0.023,4.367,12.438,0,11.719,28.429,68.738,35.672,23.542,0,0,0,0,0,54.73,0,0,26.302,10.215,18.113,5.889,0,0.807,0,0,8.551,10.423,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671,2.868,Pharmaceuticals,7
3685,185.25,6.616,1,53.6,32.1,3.6,10.7,0,8,3,11,2,0,0,25.249,37.885,0,0,0,0,0,1196,1.497,6.823,3.899,1.649,75.337,11.2854,38.677,0.026,6.948,9.527,10.883,7.604,60.694,32.336,11,0,0,0,0,0,0,25.678,18.011,0,14.795,10.891,15.603,6.158,4,2.715,-0.35,0,9.71,4.672,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.117,0.212,Pharmaceuticals,7
3686,137.2,6.533,6,52.4,38.1,4.8,4.8,0,2,1,6,0,0,0,0,0,0,0,0,0,0,330,2.524,0,2.016,0.464,44.388,8.6344,27.229,0.037,4.919,6.08,0,2.106,90.065,18.011,2.757,0,0,18.011,0,0,0,52.244,18.011,0,4.862,6.964,15.895,0,0,0.791,0,0,8.465,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.721,1.208,Pharmaceuticals,7
3687,451.4,9.212,15,40.8,42.9,4.1,6.1,4.1,5,5,22,1,0,56.352,0,0,117.987,0,0,0,0,14573,3.943,0,8.313,3.887,273.05,12.9044,151.492,0.006,8.138,14.271,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,111.287,0,234.562,36.022,0,60.732,12.808,18.361,5.07,0,0.859,-0.694,0,0,6.036,4,7,11,12,12,5,0,0,18,0,0,0,28,0,0,0,7,2,0.821,12.98464698,Pharmaceuticals,7
3688,259.7,8.955,7,41.4,41.4,3.4,3.4,10.3,5,2,12,0,0,0,0,0,0,0,0,0,0,2124,2.643,0,4.664,1.53,111.117,11.6505,57.279,0.018,4.256,19.262,0,6.746,46.439,30.278,21.428,29.92,0,39.149,0,39.149,0,100.884,18.011,29.92,33.307,10.644,18.071,0,2,1.785,-0.751,0,0,0,2,2,0,3,0,0,0,16,3,0,0,0,4,0,0,14,0,1,9.573,5.969,Pharmaceuticals,7
3689,353.53,7.365,13,47.9,41.7,6.3,2.1,0,7,7,24,2,0,0,0,0,0,0,174.901,0,0,19275,3.51,0,7.707,3.513,306.521,15.8031,130.588,0.008,10.895,5.926,8.396,16.187,75.81,29.85,14.864,0,0,0,32.22,32.22,0,142.809,9.373,0,58.602,11.349,18.425,4.543,0,4.906,0,0,0,0,5,5,4,6,0,20,0,0,0,0,0,0,0,0,0,0,0,6,5.064,11.193,Pharmaceuticals,7
3690,250.32,7.585,17,42.4,48.5,6.1,3,0,2,4,17,1,0,0,35.434,0,0,69.029,0,0,0,5677,1.984,7.05,4.764,1.581,161.815,13.6121,58.714,0.018,6.103,5.122,17.65,0,65.905,66.841,13.6,14.528,0,28.21,0,0,0,111.765,18.072,0,16.786,11.457,19.993,0,0,0,0,4.556,0,0,4,6,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8.892,16.831,Pharmaceuticals,7
3691,323.43,9.513,9,38.2,38.2,8.8,8.8,0,4,4,15,1,0,39.971,57.063,0,79.181,0,0,0,0,6515,2.432,6.529,6.741,2.744,173.325,12.4324,80.881,0.013,5.183,17.965,8.825,36.921,18.952,137.121,5.942,13.13,0,38.495,63.497,63.497,0,115.067,52.807,0,80.069,12.605,18.454,4.798,0,0.526,-0.857,4.143,9.401,0,4,3,2,2,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0.417,0.003,Pharmaceuticals,7
3692,133.19,8.879,1,46.7,26.7,6.7,13.3,0,3,1,5,0,0,0,19.667,0,0,0,0,0,0,159,1.461,6.293,2.64,0.435,27.012,7.4138,16.883,0.059,3.197,11.959,0,1.371,18.011,68.738,0,23.542,0,0,32.22,32.22,0,34.5,18.011,0,34.5,8.156,14.46,5.987,0,1.478,-0.306,0,8.337,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.011,Pharmaceuticals,7
3693,280.41,7.579,9,48.6,35.1,8.1,5.4,0,5,3,11,1,0,0,42.652,0,0,75.966,0,0,0,3564,3.352,6.823,6.378,1.905,143.666,13.5207,74.168,0.016,11.004,14.775,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,5.807,0,79.155,51.201,0,19.079,10.966,19.728,0,2,1.755,0,0,0,0,3,5,2,6,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0.398,12.98464698,Pharmaceuticals,7
3694,302.24,8.169,2,54.1,35.1,2.7,5.4,2.7,11,2,11,0,0,0,46.827,0,0,0,0,0,0,2035,2.972,6.581,6.189,2.093,105.183,10.9982,68.971,0.015,7.835,2.208,0,27.91,0,59.699,0,0,45.954,0,45.954,0,45.954,80.149,49.078,0,34.195,12.932,16.663,5.252,4,9.193,0,0,0,0,5,4,0,8,2,0,0,0,0,5,0,0,0,14,0,0,0,2,6.668,5.386,Pharmaceuticals,7
3695,434.48,8.046,16,40.7,44.4,3.7,11.1,0,8,15,29,4,0,0,35.453,0,0,134.651,177.241,0,0,94453,2.958,7.081,8.169,3.444,560.994,23.4349,159.241,0.007,9.523,17.471,26.476,14.891,71.112,125.835,56.936,0,0,29.019,0,0,0,123.451,19.91,0,59.5,14.505,20.179,7.123,2,1.009,0,4.472,11.003,10.332,11,12,11,10,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5.071,4.112,Pharmaceuticals,7
3696,439.57,8.294,29,39.6,49.1,5.7,3.8,0,2,6,29,1,0,0,84.934,0,0,0,142.766,0,0,39383,4.074,6.862,8.831,2.974,358.936,13.1845,156.779,0.007,10.212,9.663,18.073,0,132.848,81.598,70.134,2.757,0,33.571,19.133,19.133,0,198.354,50.357,0,29.338,11.108,19.877,0,0,0,0,9.112,0,5.347,6,10,4,15,8,23,0,0,0,0,0,0,0,0,0,0,0,11,13.769,20.889,Pharmaceuticals,7
3697,366.36,8.326,12,43.2,31.8,13.6,9.1,0,7,5,19,1,39.893,0,117.419,0,0,99.588,0,0,0,15701,4.022,7.968,7.647,2.222,240.485,12.2929,136.387,0.007,12.05,36.21,0,12.196,126.113,120.8,4.043,4.227,0,90.463,0,3.143,0,50.997,103.164,0,20.282,11.362,19.954,0,7,2.827,0.306,12.99,17.638,4.59,3,4,7,4,4,0,52,0,0,0,0,0,0,0,0,0,0,14,6.59,0.032,Pharmaceuticals,7
3698,409.44,8.189,12,48,40,6,0,4,8,7,24,2,0,0,0,0,0,0,179.947,0,0,22627,4.085,0,8.91,4.428,332.477,16.5944,139.928,0.007,14.712,7.369,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,101.035,0,203.05,9.373,0,59.504,11.608,18.739,0.482,0,8.085,0,0,0,0,4,4,2,6,0,20,0,0,49,0,0,0,0,0,0,0,0,6,11.846,12.98464698,Pharmaceuticals,7
3699,475.68,6.607,11,51.4,41.7,1.4,5.6,0,17,11,29,3,0,0,54.457,0,0,93.244,207.211,0,0,77899,3.706,7.261,11.497,6.296,530.869,20.8621,181.463,0.006,16.623,9.83,43.268,17.742,47.381,92.893,29.623,0,0,9.476,0,0,0,141.349,3.124,0,50.699,17.819,18.956,6.636,2,5.53,0.755,0,0,6.001,9,11,13,22,6,0,0,0,0,0,0,0,0,0,0,0,0,2,17.029,19.436,Pharmaceuticals,7
3700,698.85,8.222,36,40,47.1,4.7,7.1,0,7,13,48,4,0,0,99.781,150.039,0,0,655.991,244.505,0,926496,6.25,7.018,14.263,6.069,198.409634,16.5164,415.46,0.002,15.316,25.861,8.825,13.063,132.667,225.171,76.893,1.358,0,0,31.278,31.278,0,227.188,41.045,0,85.695,11.511,20.698,0.772,0,3.756,0,0,42.183,0,6,8,12,24,12,17,0,0,0,0,0,0,0,0,0,0,0,16,19.548,52.764,Pharmaceuticals,7
3701,365.44,8.305,9,43.2,38.6,2.3,13.6,0,9,24,29,7,0,0,23.523,0,44.075,142.949,169.567,180.794,69.98,54844,2.008,7.31,8.442,4.837,375.971,22.9104,102.078,0.01,11.977,33.66,8.396,7.175,122.727,44.313,39.528,0,0,21.995,0,3.043,0,73.377,3.124,0,24.033,16.907,20.011,0.188,5,2.518,-0.735,0,19.63,10.829,6,10,6,9,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3.534,0.423,Pharmaceuticals,7
3702,226.36,5.957,3,57.9,31.6,5.3,5.3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,441,4.198,0,3.781,0.874,57.291,15,62.97,0.016,9.216,5.867,43.268,10.889,18.952,59.699,0,0,0,18.952,0,0,0,76.27,6.249,0,14.05,10.641,16.104,4.705,5,1.176,-0.358,0,0,0,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.975,1.984,Pharmaceuticals,7
3703,332.53,5.938,2,57.1,37.5,0,5.4,0,18,10,23,3,0,0,36.989,0,0,60.484,125.185,0,0,23052,2.308,7.034,9.014,5.458,325.719,20.7481,104.569,0.01,14.38,8.686,39.417,20.276,0,52.278,6.371,0,0,0,0,0,0,71.197,0,0,31.781,14.636,18.003,5.379,0,8.443,2.712,0,0,11.493,6,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.812,11.209,Pharmaceuticals,7
3704,414.41,8.634,15,37.5,39.6,8.3,14.6,0,6,5,22,1,0,0,151.391,0,0,127.966,0,0,0,27701,3.815,7.627,6.95,2.268,320.485,13.1893,185.687,0.005,7.727,44.6,0,23.08,123.272,197.431,30.14,11.771,0,16.786,0,0,0,82.415,53.481,0,27.273,11.609,19.034,0,2,0.082,-4.475,3.966,29.832,5.751,4,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.139,0.061,Pharmaceuticals,7
3705,169.2,7.357,6,47.8,34.8,4.3,13,0,2,1,6,0,0,0,0,0,0,0,0,0,0,496,2.031,0,2.5,0.533,53.875,10.0647,31.787,0.034,5.207,25.941,0,35.003,71.112,85.367,3.186,0,0,0,0,0,0,33.72,32.897,0,5.291,8.894,17.675,0,0,0.088,-0.795,0,27.205,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0.012,Pharmaceuticals,7
3706,153.15,8.508,7,38.9,38.9,5.6,16.7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,397,1.62,0,1.958,0.394,48.799,9.7062,27.369,0.038,3.171,19.185,0,14.473,80.711,72.533,3.186,0,0,0,0,0,0,45.795,14.473,0,7.89,9.596,17.717,0,0,0,0,0,17.242,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.541,0.043,Pharmaceuticals,7
3707,394.3,9.617,19,39,46.3,12.2,0,2.4,2,3,18,0,0,0,0,0,0,0,0,0,0,10939,4.289,0,6.535,1.705,228.238,12.5136,130.384,0.007,5.02,8.409,17.65,0,66.334,61.944,94.254,4.227,45.954,33.571,45.954,0,45.954,177.94,146.606,0,22.352,9.876,18.689,0,0,0,0,8.744,0,0,3,2,4,8,12,0,0,0,0,45,0,0,0,0,0,0,0,17,16.351,33.771,Pharmaceuticals,7
3708,214.24,7.388,1,48.3,34.5,0,17.2,0,9,4,16,1,0,0,52.553,0,43.246,0,0,0,0,3128,1.422,7.719,4.42,1.862,110.321,12.7094,52.801,0.016,6.579,14.797,0,12.673,42.683,54.336,11,11.771,0,0,0,0,0,19.864,0,0,19.864,13.118,16.578,6.366,0,4.881,-2.516,0,9.436,15.947,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,0.469,Pharmaceuticals,7
3709,362.36,8.235,8,43.2,36.4,2.3,11.4,6.8,9,2,12,0,0,0,0,0,0,0,0,0,0,5893,3.651,0,5.805,2.103,198.778,15.4312,114.538,0.009,7.845,53.084,21.766,6.746,89.123,55.423,80.553,0,7.76,0,0,0,0,83.506,18.011,44.88,25.552,15.445,19.233,7.721,2,-0.167,-3.156,0,9.54,10.225,5,8,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,2,2.205,3.76,Pharmaceuticals,7
3710,223.35,8.59,2,50,26.9,3.8,11.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,256,4.668,0,4.589,0.472,40.629,12,43.627,0.023,7.062,17.823,17.65,18.91,0,120.225,0,0,0,0,77.127,77.127,0,101.292,18.011,0,6.514,11.375,16.478,6.408,6,0.06,-0.956,0,8.599,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.146,0.359,Pharmaceuticals,7
3711,260.25,8.395,3,41.9,32.3,6.5,16.1,3.2,6,2,11,0,0,0,48.292,0,0,0,0,0,0,2525,2.243,7.002,4.161,1.152,113.273,12.0971,74.935,0.012,5.664,43.222,8.825,32.362,85.367,65.994,3.186,42.778,0,0,0,0,0,32.218,21.135,14.96,12.166,11.194,16.866,3.662,0,-0.56,-5.825,0,18.347,5.063,2,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0.147,1.132,Pharmaceuticals,7
3712,467.89,8.665,14,40.7,38.9,1.9,16.7,1.9,8,3,17,0,0,0,101.025,0,0,0,0,0,0,17213,5.065,7.002,7.9,2.333,298.437,13.7118,210.407,0.004,9.091,53.352,17.222,2.535,175.791,142.353,22.771,17.285,39.149,39.149,0,39.149,0,135.265,1.899,0,31.154,11.429,19.188,6.911,0,-0.325,-9.301,0,38.571,9.952,6,5,4,6,1,0,0,0,7,0,0,0,118,0,0,0,0,3,0.256,4.888,Pharmaceuticals,7
3713,165.26,6.121,6,55.6,37,3.7,3.7,0,4,1,6,0,0,0,0,0,0,0,0,0,0,466,2.316,0,2.933,0.633,53.307,9.4646,32.94,0.033,6.554,8.611,17.222,0,108.075,0,3.186,0,0,0,0,0,0,67.788,18.011,0,3.186,9.351,16.409,0,3,0,-0.33,0,9.727,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.77,1.524,Pharmaceuticals,7
3714,275.3,7.866,7,45.7,37.1,2.9,5.7,8.6,6,1,6,0,0,0,0,0,0,0,0,0,0,1655,5.015,0,4.072,1.021,109.209,12.5512,88.117,0.012,6.72,34.061,10.883,12.196,37.905,13.757,107.305,0,7.76,0,0,0,0,77.871,13.247,44.88,21.324,11.659,17.872,9.388,2,2.64,0,0,8.9,4.889,3,4,1,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,11.043,11.298,Pharmaceuticals,7
3715,218.22,8.393,12,38.5,46.2,0,15.4,0,1,3,12,1,0,0,0,0,0,0,64.118,0,0,2335,2.454,0,3.349,1.022,125.154,13.9009,54.1,0.017,4.302,18.068,0,4.592,56.857,111.421,21.389,0,0,0,0,0,0,72.749,0,0,15.892,9.64,19.275,6.111,0,-0.466,0,0,18.076,4.957,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.831,4.512,Pharmaceuticals,7
3716,495.83,5.634,3,60.2,33,1.1,5.7,0,26,1,4,0,0,114.477,0,0,0,0,0,0,0,7563,14.288,0,10.81,3.185,301.368,19.6138,289.403,0.004,22.172,12.081,35.301,61.098,0,112.584,22,0,0,0,0,0,0,103.766,18.011,0,57.47,10.396,16.054,6.893,4,18.375,-0.895,0,0,11.402,5,5,10,19,17,0,0,0,0,0,0,0,0,0,0,0,0,1,29.594,71.775,Pharmaceuticals,7
3717,162.21,7.373,7,45.5,40.9,9.1,4.5,0,2,3,13,1,0,0,0,24.678,0,0,0,40.262,0,1236,1.548,5.198,2.771,0.854,93.796,15.6078,29.357,0.032,4.545,3.539,0,22.651,37.905,47.86,5.513,0,0,18.011,0,0,0,52.763,36.022,0,14.858,9.143,17.388,4.409,0,1.248,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.97,0.481,Pharmaceuticals,7
