,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
5088,353.8,8.629,9.0,3.0,1.0,0.0,1.0,1.0,1.0,41.5,2.4,9.8,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,134.619,0.0,0.0,0.0,0.0,0.0,7820.0,2.607,0.882,4.357,1.604,0.748,3.538,0.915,12.3318,2.2155,0.973,0.008,-2.122,3.996,8.201,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.699,3.083,9.508,23.391,Pesticides,5
5089,507.47,8.458,6.0,6.0,5.0,0.0,0.0,0.0,0.0,28.3,8.3,21.7,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,117.011,0.0,0.0,0.0,0.0,0.0,13020.0,3.445,2.153,5.115,2.016,0.752,4.059,0.267,16.4655,2.4175,1.588,0.003,-2.976,3.755,7.478,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,8.842,-4.753,22.589,33.361,Pesticides,5
5090,213.22,8.884,2.0,2.0,1.0,1.0,0.0,0.0,2.0,20.8,4.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,3.898,1.888,4.912,1.411,2.205,2.833,1.094,11.0,7.4304,0.744,0.032,-1.703,4.592,7.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.159,-0.731,0.535,0.111,Pesticides,5
5091,396.43,9.219,16.0,4.0,6.0,1.0,0.0,0.0,1.0,32.6,14.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6779.0,5.369,1.209,4.36,1.802,0.756,4.135,0.361,14.5461,2.9631,1.217,0.006,-2.434,4.715,7.717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.918,1.356,1.838,2.316,Pesticides,5
5092,203.39,5.982,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.4,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,1.419,2.258,2.969,1.121,1.984,2.036,0.949,12.0,4.7093,0.375,0.022,-0.878,3.827,7.427,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.748,2.275,5.174,11.096,Pesticides,5
5093,721.8,7.519,6.0,6.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,16.7,6.0,13.0,5.0,3.0,2.0,1.0,59.946,0.0,328.335,140.195,156.681,397.663,225.11,0.0,225496.0,3.267,1.875,12.344,7.34,0.528,3.887,0.493,17.5402,1.5578,1.598,0.003,-3.006,3.976,7.44,6.0,2.0,4.0,6.0,2.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,1.361,-0.217,0.047,12.9139950622,Pesticides,5
5094,443.92,8.376,19.0,2.0,3.0,0.0,0.0,1.0,1.0,41.5,5.7,9.4,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21625.0,2.16,2.023,4.074,1.736,0.416,3.672,0.722,13.4095,1.7671,1.05,0.003,-2.153,4.0,7.431,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-0.703,3.107,9.652,17.699,Pesticides,5
5095,400.52,7.027,13.0,1.0,2.0,0.0,0.0,0.0,0.0,38.6,3.5,8.8,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18899.0,2.031,1.431,5.104,2.141,0.532,3.425,0.865,14.5511,1.9835,0.92,0.005,-2.104,3.841,7.429,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.336,3.069,9.421,10.758,Pesticides,5
5096,477.37,9.007,18.0,0.0,0.0,0.0,2.0,0.0,1.0,45.3,0.0,5.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15313.0,4.633,0.922,4.64,1.919,0.459,3.083,1.106,12.3868,1.7352,0.921,0.004,-2.136,6.884,8.363,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.792,5.076,25.763,67.365,Pesticides,5
5097,252.75,10.11,8.0,1.0,4.0,1.0,0.0,1.0,2.0,40.0,16.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,45.349,0.0,0.0,0.0,0.0,0.0,1983.0,1.175,1.125,3.389,1.468,0.867,3.753,0.24,10.6381,2.3884,0.606,0.017,-1.035,3.917,6.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.612,1.636,2.677,6.883,Pesticides,5
5098,410.46,8.923,16.0,4.0,6.0,1.0,0.0,0.0,1.0,32.6,13.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7543.0,5.376,1.205,4.501,1.92,0.768,3.903,0.935,15.087,3.026,1.217,0.006,-2.434,4.717,7.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.459,0.394,0.155,0.473,Pesticides,5
5099,158.27,5.458,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,2.333,2.3,1.744,0.622,1.389,1.927,1.267,10.0,2.8896,0.401,0.027,-1.224,3.329,7.477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.206,3.289,10.819,10.076,Pesticides,5
5101,314.46,7.313,7.0,2.0,4.0,1.0,0.0,0.0,1.0,30.2,9.3,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.285,0.0,0.0,0.0,0.0,0.0,2109.0,2.008,2.091,3.339,1.55,1.233,2.866,1.385,14.26,3.9536,0.86,0.01,-1.888,4.043,7.432,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.61,2.392,5.722,6.952,Pesticides,5
5102,330.84,7.877,14.0,2.0,2.0,0.0,0.0,1.0,1.0,42.9,4.8,4.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.0,2.027,0.899,3.466,1.425,0.866,3.098,1.334,11.7924,2.484,0.682,0.008,-1.483,3.89,7.433,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.326,4.359,19.003,13.492,Pesticides,5
5103,372.17,10.946,11.0,0.0,3.0,0.0,4.0,2.0,2.0,38.2,8.8,2.9,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,75.112,0.0,0.0,0.0,0.0,0.0,3146.0,5.792,1.489,3.57,1.43,0.885,3.797,0.235,11.8426,2.4968,1.203,0.008,-2.5,4.013,8.407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.558,4.281,18.329,16.272,Pesticides,5
5104,352.52,6.528,14.0,2.0,2.0,0.0,0.0,0.0,0.0,40.7,3.7,3.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4983.0,1.958,0.989,4.18,1.673,0.826,3.042,1.325,13.0544,2.4856,0.57,0.007,-1.526,3.802,7.433,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.408,4.761,22.663,24.242,Pesticides,5
5105,396.22,10.159,11.0,0.0,3.0,0.0,3.0,2.0,2.0,38.5,7.7,5.1,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,149.78,0.0,0.0,0.0,0.0,0.0,6066.0,5.668,1.207,4.428,2.119,0.743,3.807,0.327,11.5641,2.1529,1.183,0.007,-2.42,4.027,8.512,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-0.593,4.254,18.096,13.992,Pesticides,5
5106,165.21,7.183,7.0,1.0,1.0,0.0,0.0,0.0,0.0,39.1,4.3,8.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,2.111,1.695,1.404,0.485,1.319,3.154,0.413,9.7385,3.084,0.489,0.024,-1.386,3.673,7.434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.164,1.515,2.295,4.326,Pesticides,5
5107,438.35,11.24,16.0,4.0,4.0,1.0,4.0,0.0,1.0,35.9,10.3,15.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8074.0,5.449,1.285,4.292,1.71,0.74,3.975,0.564,15.1112,2.9782,1.471,0.005,-2.933,4.714,8.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.501,1.678,2.815,10.815,Pesticides,5
5108,483.93,8.962,21.0,3.0,3.0,0.0,2.0,1.0,1.0,46.3,5.6,5.6,4.0,4.0,0.0,0.0,0.0,0.0,78.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21063.0,2.844,0.556,5.09,2.119,0.356,3.722,0.667,11.0996,1.4603,1.095,0.003,-2.351,3.893,8.21,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.206,4.497,20.222,34.155,Pesticides,5
5109,274.11,10.543,8.0,2.0,1.0,0.0,0.0,2.0,2.0,42.3,3.8,11.5,2.0,2.0,0.0,0.0,0.0,0.0,34.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,2.764,1.0,3.071,0.866,0.948,3.719,0.385,9.4783,2.3971,0.832,0.016,-1.572,4.013,7.481,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.526,2.319,5.377,6.616,Pesticides,5
5110,333.74,9.535,17.0,1.0,1.0,0.0,0.0,1.0,1.0,45.7,2.9,14.3,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,51.917,0.0,0.0,100.604,0.0,0.0,9850.0,2.699,1.226,3.255,1.327,0.538,3.721,0.479,12.194,2.0289,0.948,0.007,-2.002,4.04,7.477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-0.241,3.004,9.023,17.243,Pesticides,5
5111,215.4,6.154,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.4,2.9,2.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,1.387,1.965,3.629,1.899,1.395,2.105,1.172,10.2433,2.9718,0.375,0.021,-0.878,3.836,7.427,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.766,2.174,4.727,11.136,Pesticides,5
5112,355.36,8.461,13.0,1.0,1.0,0.0,4.0,0.0,0.0,42.9,2.4,4.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5117.0,6.083,0.971,3.494,1.358,0.711,3.517,0.578,12.8284,2.2787,1.058,0.006,-2.531,3.83,8.513,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.277,4.254,18.098,22.272,Pesticides,5
5113,209.27,6.976,7.0,1.0,1.0,0.0,0.0,0.0,0.0,36.7,3.3,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,2.171,1.805,1.619,0.669,1.319,3.133,0.942,11.8163,3.3043,0.63,0.015,-1.649,3.712,7.434,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2,1.57,2.465,5.306,Pesticides,5
5114,305.37,7.448,9.0,3.0,3.0,0.0,0.0,0.0,0.0,36.6,7.3,9.8,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,62.173,0.0,0.0,0.0,0.0,0.0,4250.0,2.796,1.323,3.87,1.301,0.965,3.715,0.708,13.0829,2.6878,0.876,0.011,-2.028,3.89,7.478,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.393,0.981,0.963,1.197,Pesticides,5
5115,336.85,8.216,18.0,0.0,4.0,0.0,0.0,1.0,1.0,46.3,9.8,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,76.312,0.0,0.0,0.0,0.0,0.0,4727.0,1.908,0.681,4.445,2.07,0.709,3.307,0.701,10.7462,1.9534,0.566,0.01,-1.165,3.872,6.816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.782,4.395,19.318,18.45,Pesticides,5
5116,311.71,9.741,13.0,1.0,1.0,0.0,1.0,1.0,1.0,43.8,3.1,12.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,2.734,1.33,2.68,1.008,0.693,3.84,0.524,11.7887,2.4176,0.973,0.008,-2.122,3.932,8.201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.197,2.688,7.226,13.537,Pesticides,5
5117,154.15,7.34,1.0,1.0,2.0,0.0,1.0,0.0,1.0,19.0,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.475,1.224,2.96,0.0,3.955,1.868,2.525,8.0,7.9762,0.556,0.059,-1.615,4.487,8.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.424,-0.04,0.002,0.192,Pesticides,5
5118,406.92,16.277,2.0,2.0,0.0,1.0,0.0,6.0,7.0,36.0,0.0,12.0,3.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,57.022,42.435,0.0,0.0,65.846,0.0,6317.0,3.083,0.754,8.947,4.909,1.294,3.223,1.04,18.1126,2.6836,1.122,0.018,-1.115,4.405,7.406,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.466,3.115,9.706,4.586,Pesticides,5
5119,370.48,12.775,12.0,0.0,0.0,0.0,0.0,5.0,5.0,48.3,0.0,3.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2436.0,3.214,0.953,4.259,1.837,1.127,2.832,1.474,11.5457,2.8579,0.831,0.018,-0.212,4.28,6.288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.222,5.149,26.513,31.587,Pesticides,5
5120,308.39,8.811,8.0,2.0,0.0,2.0,0.0,0.0,3.0,31.4,0.0,11.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,3.528,1.991,5.323,1.723,1.136,3.126,1.208,12.0854,4.3535,0.711,0.014,-1.504,4.699,7.399,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.89,3.572,5.946,Pesticides,5
5121,297.32,10.252,9.0,3.0,1.0,2.0,0.0,0.0,3.0,27.6,3.4,17.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,4.626,1.693,5.193,1.414,1.176,3.496,1.087,11.7491,4.5524,0.884,0.017,-1.84,4.73,7.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699,0.148,0.022,1.298,Pesticides,5
5122,329.25,8.442,8.0,1.0,2.0,0.0,0.0,2.0,2.0,38.5,5.1,5.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,2.196,2.108,3.867,1.149,1.102,3.367,0.693,13.6806,3.1675,0.783,0.009,-1.439,4.012,7.427,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.244,2.911,8.475,17.327,Pesticides,5
5123,243.32,9.012,2.0,2.0,1.0,2.0,0.0,0.0,3.0,22.2,3.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,3.075,2.134,6.85,1.91,2.025,2.825,1.047,12.0,6.8366,0.657,0.027,-1.361,4.819,7.427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.097,-0.378,0.143,0.836,Pesticides,5
5124,190.3,7.319,2.0,2.0,2.0,1.0,0.0,0.0,1.0,26.9,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,2.219,2.117,2.387,0.2,1.857,2.969,1.039,11.0,4.9395,0.61,0.018,-1.437,3.814,7.434,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.787,0.62,1.363,Pesticides,5
5125,264.73,26.473,1.0,1.0,0.0,0.0,0.0,6.0,6.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,3.425,1.157,1.545,0.0,3.682,1.571,2.083,9.0,6.1456,0.918,0.056,-0.043,4.362,7.428,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.288,2.446,5.983,9.688,Pesticides,5
5126,356.05,14.242,14.0,2.0,0.0,1.0,0.0,4.0,5.0,48.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2594.0,4.676,0.749,5.597,2.886,1.04,2.603,0.48,11.9434,3.8452,0.877,0.023,-0.805,4.751,7.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.621,4.746,22.522,31.25,Pesticides,5
5127,354.83,16.129,1.0,1.0,2.0,0.0,0.0,6.0,6.0,22.7,9.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,3.373,1.842,2.396,0.525,2.058,3.118,1.341,15.0,5.217,1.186,0.013,-1.536,4.248,7.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.565,1.353,1.83,3.554,Pesticides,5
5128,377.08,11.784,11.0,0.0,3.0,0.0,0.0,2.0,3.0,40.6,9.4,3.1,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,111.083,0.0,0.0,0.0,0.0,0.0,3310.0,1.76,0.627,4.534,2.441,0.891,3.749,0.188,10.7421,2.2343,0.8,0.014,-1.161,6.872,4.984,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.64,4.16,17.309,10.123,Pesticides,5
5129,492.73,12.018,14.0,2.0,2.0,0.0,8.0,1.0,1.0,41.5,4.9,9.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10849.0,6.958,1.467,3.649,1.357,0.626,3.979,0.36,15.1079,2.3622,1.604,0.004,-3.176,3.949,8.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.425,3.331,11.095,46.228,Pesticides,5
5130,260.88,18.634,8.0,2.0,1.0,0.0,0.0,4.0,4.0,42.9,7.1,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,2.734,1.084,2.826,0.959,1.914,2.522,0.714,11.5459,4.5051,0.904,0.036,-1.172,4.238,7.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.449,3.999,15.99,19.202,Pesticides,5
5131,227.04,12.613,9.0,3.0,0.0,0.0,0.0,2.0,2.0,55.6,0.0,11.1,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.0,2.063,0.788,2.826,1.113,1.432,2.725,1.0,15.401,2.9432,0.649,0.035,-1.103,4.127,7.437,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.696,3.05,9.304,6.226,Pesticides,5
5132,375.53,6.475,6.0,6.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,8.6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94.916,0.0,0.0,0.0,0.0,0.0,4014.0,2.105,2.595,4.7,1.55,0.99,3.17,0.733,16.5535,3.028,0.803,0.006,-1.946,3.733,7.435,5.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.806,3.202,10.254,12.9139950622,Pesticides,5
5133,367.35,8.746,14.0,2.0,1.0,0.0,3.0,0.0,0.0,42.9,2.4,9.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7156.0,5.809,1.494,3.338,1.396,0.771,3.508,0.643,14.7499,2.5329,1.119,0.006,-2.552,3.805,8.513,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.684,3.026,9.156,13.773,Pesticides,5
5134,396.42,9.219,8.0,2.0,2.0,1.0,5.0,0.0,1.0,37.2,4.7,4.7,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,70.073,0.0,0.0,0.0,0.0,0.0,4884.0,6.217,1.411,4.599,2.377,1.22,3.401,0.814,15.0414,3.2582,1.224,0.01,-2.703,4.035,8.513,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.608,3.548,12.585,24.258,Pesticides,5
5135,284.76,23.73,6.0,0.0,0.0,0.0,0.0,6.0,6.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,1.558,0.799,4.004,1.001,2.044,1.0,2.585,11.1581,4.7901,0.815,0.054,0.768,4.337,5.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.484,5.207,27.11,33.831,Pesticides,5
5136,245.86,20.488,4.0,4.0,0.0,0.0,0.0,4.0,4.0,50.0,0.0,16.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,2.395,0.799,2.819,0.771,2.044,1.918,1.667,11.1581,3.9815,0.847,0.045,-0.967,4.216,7.438,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.484,2.254,5.081,3.545,Pesticides,5
5137,297.54,5.313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.1,1.8,3.6,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,63.296,0.0,0.0,0.0,0.0,0.0,4012.0,1.502,1.731,5.335,2.598,0.786,2.066,1.3,11.6185,1.9907,0.489,0.008,-1.386,3.553,4.71,5.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.844,3.286,10.798,14.312,Pesticides,5
5138,371.17,10.605,8.0,2.0,0.0,0.0,4.0,2.0,2.0,42.9,0.0,5.7,2.0,2.0,0.0,0.0,0.0,0.0,48.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,3.257,1.12,4.117,1.751,0.799,3.494,0.843,12.2706,2.3571,1.151,0.008,-2.45,4.05,8.252,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-0.643,5.307,28.162,22.095,Pesticides,5
5139,344.41,8.01,7.0,7.0,2.0,1.0,0.0,0.0,2.0,32.6,4.7,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.0,3.781,2.868,4.276,1.057,1.472,3.49,0.779,21.0,5.6055,0.807,0.008,-1.807,4.699,7.429,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.438,1.667,2.777,4.461,Pesticides,5
5140,211.3,6.603,6.0,1.0,3.0,0.0,0.0,0.0,0.0,31.3,9.4,6.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.414,0.0,0.0,0.0,0.0,0.0,849.0,2.059,1.698,1.87,0.693,1.409,2.875,1.243,11.1549,3.4283,0.645,0.015,-1.649,3.845,7.433,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.651,1.139,1.298,2.505,Pesticides,5
5141,460.82,10.24,18.0,1.0,4.0,0.0,5.0,1.0,1.0,42.2,8.9,4.4,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,91.649,0.0,0.0,0.0,0.0,0.0,16579.0,6.977,1.558,4.458,1.876,0.607,3.945,0.522,13.9421,2.1338,1.339,0.005,-2.793,4.008,8.531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.353,4.595,21.116,19.086,Pesticides,5
5142,333.9,7.104,12.0,1.0,3.0,0.0,0.0,1.0,1.0,38.3,6.4,2.1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,74.662,0.0,0.0,0.0,0.0,0.0,4727.0,1.871,1.025,4.276,1.533,0.702,3.284,1.251,12.262,2.1914,0.626,0.009,-1.337,4.056,7.428,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.326,3.451,11.907,20.951,Pesticides,5
5143,172.01,13.232,7.0,0.0,1.0,0.0,0.0,2.0,2.0,53.8,7.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.328,1.185,1.705,0.433,1.96,2.661,0.615,9.7043,3.7768,0.443,0.068,-0.194,4.046,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.672,2.956,8.735,9.228,Pesticides,5
5144,406.29,9.234,17.0,0.0,3.0,0.0,0.0,2.0,2.0,43.2,6.8,6.8,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,164.647,0.0,0.0,0.0,0.0,0.0,11406.0,2.275,0.528,4.744,2.226,0.538,3.637,0.443,10.8324,1.8167,0.945,0.006,-1.794,3.976,4.996,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,-0.696,4.344,18.872,19.192,Pesticides,5
