,No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
215,216,459.5,8.67,11,5,3,1,1,0,1,34,5.7,15.1,1.9,3,4,1,0,0,1,0,0,0,0,0,0,0,0.995,1570,3.084,18886,5.444,1.718,2.694,0.627,3.852,1.876,0.67,1.939,15.997,2.2182,4.771,1.327,0.005,4.677,8.201,12.005,5.119,1.015,1.119,1.094,0.957,1.064,1.029,4.018,17.222,61.535,0,0,99.788,0,7.75,7.473,5.123,0.153,-0.056,1.607,0,0,0,0,1,1,0,0,0,0,1,1,5,0,0,3,0,0,0,3,0,0,3,0,1,0,0,0,0,1.868,0,0,-2.519,0.164,0,0,5.608,0,0,0,0,0,0,-4.528,0,0,0,0,0,0,0,1,2,1,0,0,1,4,6,7,3,2,7,1,0,0,9,3,9,0,0,0,0,0,0,0,2,0,29,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,5,1,0,0,1,0,1,0,0,1,0,0,1,3,0,2,3,0,0,0,1,0,0,0,0,0,0.791,1.785,-2.15,Antibacterial,0
248,249,323.321,9.798,6,6,4,1,0,0,2,30.3,12.1,15.2,0,3,4,1,2,0,0,0,39.257,68.83,0,0,0,0,1.171,544,2.153,5526,4.713,0.947,4.585,1.023,3.998,1.046,0.326,2.223,12.7798,2.5374,3.54,-1.117,0.012,4.739,7.712,5.88,7.05,0.839,1.155,1.543,2.033,1.227,1.3,3.904,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.364,5.578,11.645,-1,2.377,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,-0.202,0,0,-1.995,0,0,0,2.574,0,0,0,0,0,0,-3.797,0,1,0,1,0,0,0,0,0,1,0,0,0,4,4,3,10,4,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,0,1,2,0,3,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13.638,13.7689722,1.75,Antibacterial,0
421,422,196.22,7.547,7,1,0,0,0,0,0,38.5,0,15.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.869,156,1.959,742,1.915,1.279,0.685,1.661,3.113,1.588,0.549,1.679,11.7505,3.6512,2.257,0.686,0.025,3.841,7.429,5.282,2.542,0.696,0.974,1.402,0.657,0.344,1.366,3.351,30.591,0,0,0,68.35,0,0,7.172,3.636,0,0,0.86,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,-0.248,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.291,1.612,-2.68,Antibacterial,0
119,120,486.71,6.321,5,5,0,0,0,0,0,37.7,0,7.8,0,4,12,6,1,1,0,0,0,0,0,81.332,0,0,1.041,1475,1.878,75295,2.846,0.671,4.309,0.691,3.204,3.063,0.536,3.732,28.3629,1.9241,4.668,0.908,0.005,3.949,7.429,19.024,8.505,1.098,1.111,0.974,1.159,1.061,1.267,3.787,61.776,0,0,0,113.986,0,0,7.006,4.039,7.303,0.291,1.151,0,8,5,4,4,0,0,1,2,0,0,0,0,0,2,0,0,0,29,0,0,0,2,3,0,0,0,0,0,3.356,0,0,1.842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,0,1,2,0,0,0,0,0,9,10,7,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.473,19.169,-4.39,Antibacterial,0
305,306,236.45,5.254,5,0,2,0,0,0,0,33.3,4.4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.304,370,2.94,1278,0.365,3.126,1.35,0.643,2.068,3.424,0.995,1.231,10.4622,1.7934,5.149,0.244,0.011,3.635,4.781,11.413,4.44,0.936,0.943,0.812,0.948,0.886,0.957,3.639,8.825,11.771,0,0,62.99,0,0,6.064,2.646,0,-1.705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,2,0,2,0,0,0,1,0,0,15.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.867,24.024,-5.18,Antibacterial,0
566,567,312.61,5.042,1,1,2,0,0,0,0,30.6,3.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368,836,3.3,1661,1.435,3.278,1.675,1.048,1.871,4.083,1.294,1,21,3.2194,6.915,0.42,0.006,3.342,7.427,15.591,6.069,0.937,1.172,1.176,0.997,1.053,2.176,3.613,25.618,0,0,0,67.483,0,0,4.816,3.574,8.374,-1,0.8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,25,0,0,2,0,2,0,0,0,0,0,18.262,0,0,0.231,0,0,0,2.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.878,27.668,-5.37,Antibacterial,0
194,195,270.6,12.3,7,1,2,1,0,3,4,36.4,9.1,0,13.6,1,1,0,0,0,0,0,0,0,0,0,0,0,1.399,180,2.306,783,1.562,1.733,1.412,1.18,3.845,0.614,0.182,1.541,10.7857,3.6862,2.782,0.681,0.031,4.34,5.74,4.414,1.679,0.777,1.559,1.294,0.797,1.113,1.395,3.949,18.40078477,10.07585933,12.86358422,11.05507456,180.392,0,0,6.889,4.481,16.453,0,0.993,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,0,0.105,2.412,0,7.056,0,0,0,0,0,0,1.265,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,9,0,4,0,48,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.327,13.7689722,-4.12,Antibacterial,0
198,199,310.42,7.391,23,0,2,0,0,0,0,52.4,4.8,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0.899,814,2.646,8600,1.196,0,2.057,0.578,2.374,3.019,0.571,1.952,10.5396,1.7793,3.73,0.244,0.011,3.824,4.807,7.992,3.609,0.966,0.819,1.04,0.95,1.12,0.686,3.864,0,11.771,0,0,172.123,0,0,6.964,3.511,1.988,-0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.733,21.504,-5.17,Antibacterial,0
173,174,477.501,10.16,11,6,5,2,0,0,3,34,10.6,14.9,0,3,4,1,1,0,0,0,64.371,0,133.654,0,0,0,1.049,1607,2.971,16074,2.34,1.476,3.677,0.627,4.368,1.187,0.33,1.723,14.2107,2.083,5.183,-0.856,0.005,4.171,7.44,5.34,7.755,1.236,0.971,1.506,0.714,0.95,1.086,4.102,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,6.639,4.612,12.042,0.198,2.455,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,2,0,3,0,0,3,0,1,0,0,0.194,0,0,-1.964,0.461,0,0,1.256,0,0,0,0,0,1.323,0,0,0,1,1,0,0,0,2,2,1,0,1,1,3,4,4,6,4,6,3,0,0,6,2,3,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4,0,1,0,1,4,1,2,0,1,0,5,0,0,1,0,0,0,1,3,1,0,2,0,0,0,1,0,1,0,3,2,0.047,13.7689722,-1.58,Antibacterial,0
77,78,435.49,9.678,11,6,5,2,0,0,2,28.9,11.1,17.8,0,2,2,0,1,0,0,0,84.472,0,0,0,0,0,1.021,1356,2.67,5123,5.915,1.488,1.79,0.819,4.285,1.207,0.645,1.295,12.5179,2.6821,4.338,1.336,0.005,4.734,7.86,9.045,4.042,1.031,1.25,0.969,0.767,0.822,0.746,4.227,18.40078477,10.07585933,12.86358422,11.05507456,88.761,0,7.025,7.241,4.32,11.978,-0.816,2.19,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9,0,1,0,1,0,0,0,0,0,-3.854,0.353,0,0,0.107,0,0,0,0,0,0,-4.998,0,1,0,1,0,0,1,2,3,3,1,0,1,7,3,7,2,2,9,6,0,0,4,4,5,0,0,0,0,0,0,1,0,1,50,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,5,4,0,0,1,0,2,0,0,0,0,0,0,1,6,0,0,2,0,0,0,3,0,0,0,2,2,17.093,13.7689722,2.12,Antibacterial,0
407,408,130.11,8.674,3,3,0,0,0,0,0,33.3,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,57,1.53,96,2.933,1.436,0.065,2.527,3.24,0.667,0.788,1,8,4.0117,1.993,0.686,0.047,3.564,7.483,2.474,1.282,0,0,1.79,0,0,0,3.266,0,0,0,0,23.307,0,0,5.327,3.701,11.361,0,1.437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.014,-0.505,0,0,-2.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.005,-1.36,Antibacterial,0
584,585,186.2,10.344,9,3,0,1,0,0,1,38.9,0,22.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.126,110,1.855,490,5.111,1.258,0.831,1.614,2.969,1.201,0.111,1.682,10.0933,4.323,1.923,0.721,0.047,4.735,7.768,3.911,2.22,0.557,0,1.609,0.006,1.116,0,3.744,0,0,0,0,55.404,0,1.339,7.666,5.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.058,0,0,0,0,0,0,0,0,0,-4.194,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,6,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.306,-1.87,Antibacterial,0
214,215,154.13,9.066,3,3,0,0,0,0,0,41.2,0,23.5,0,2,3,1,1,1,0,0,0,0,0,32.726,0,0,0.802,69,1.495,879,2.346,0.762,0.597,1.532,3.69,0.397,0.118,3.284,13.1376,2.627,1.794,0.686,0.034,3.765,7.433,2.419,1.662,0,0,1.506,0,0,0,3.247,0,11.771,0,0,39.165,0,0,6.403,3.721,7.545,0,1.674,0,0,0,3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.279,0,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.072,-1.75,Antibacterial,0
203,204,1265.76,6.769,13,13,16,1,0,0,1,28.3,8.6,9.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.07,28428,3.938,118489,6.246,2.511,5.809,1.078,3.124,4.423,1.449,1.682,73.1666,4.3663,11.113,2.011,0.001,4.714,7.776,49.452,15.563,1,0.957,1.211,1.039,1.152,0.874,3.917,70.602,24.977,0,0,170.979,0,3.043,6.424,5.008,11.094,2.043,2.011,0,8,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,29,0,0,2,10,12,0,0,0,0,0,0.091,0,0,-10.484,0,0,0,0,0,0,0,0,0,0,-5.329,0,0,5,0,7,6,8,14,3,6,1,16,1,3,2,1,12,1,3,2,0,0,2,10,16,0,0,1,6,0,0,0,6,13,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,6,3,2,0,0,6,0,0,0,0,0,0,0,0,6,6,1,0,2,0,7,0,2,0,0,7,5,5,25.354,26.158,2.89,Antibacterial,0
269,270,767.89,7.244,5,5,5,0,0,0,0,29.2,4.7,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.929,8456,3.692,76473,3.324,2.34,4.285,0.485,3.563,3.165,0.519,1.507,20.7161,2.0518,7.843,1.772,0.001,3.653,7.608,24.676,9.019,1.095,0.865,0.874,1.18,1.026,0.62,3.812,18.40078477,10.07585933,12.86358422,11.05507456,106.11,0,0,6.033,4,14.731,1.449,2.848,0,12,1,0,0,4,0,2,3,0,0,2,6,1,0,0,0,0,0,2,0,0,10,2,0,0,0,0,0,-3.452,0,0,-6.036,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,2,0,2,4,0,5,0,7,10,1,10,10,0,8,0,0,1,6,4,1,0,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,10,0,0,1,5,0,14.041,13.7689722,1.8,Antibacterial,0
306,307,307.31,10.244,15,4,3,1,0,0,1,40,10,16.7,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0.883,579,2.529,3807,2.597,1.234,1.179,0.808,3.961,0.945,0.225,1.677,12.2961,2.6505,3.426,1,0.01,4.24,7.815,2.688,2.571,1.245,0.935,0.862,0.985,0.849,0.654,3.881,14.495,0,50.747,31.278,108.811,0,0,7.029,3.783,12.807,-1,2.443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,1,0,0,0,0,0,-1.128,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,1,4,0,3,2,2,0,0,7,5,6,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3.983,1.956,-3.09,Antibacterial,0
31,32,423.461,9.01,14,3,3,1,0,0,2,40.4,6.4,10.6,0,4,5,1,2,0,0,0,55.638,101.496,0,0,0,0,1.018,1234,2.833,24220,2.09,0.998,4.411,0.564,3.916,1.638,0.644,2.044,13.0793,1.7629,4.905,-1.161,0.006,4.038,7.436,7.397,7.317,0.828,1.169,1.616,0.533,1.023,1.336,3.973,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.263,4.952,11.663,-0.378,2.377,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,3,6,0,2,0,1,0,0,0,0,0,-1.099,1.866,0,0,1.522,0,0,5.245,0,0,1.491,0,0,1,0,0,0,0,0,1,2,0,0,1,1,2,2,2,4,0,4,0,0,0,6,6,3,0,0,0,0,0,0,0,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,1,2,1,3,0,0,0,1,0,0,1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,2,2,4.916,13.7689722,-3.27,Antibacterial,0
104,105,543.42,8.909,19,1,0,0,0,2,2,45.9,0,11.5,3.3,6,21,6,0,0,4,0,0,0,66.269,0,0,207.29,0.892,1962,2.905,233179,2.307,0.802,4.949,0.544,3.735,2.196,0.554,4.523,27.1383,1.7221,4.447,1.146,0.006,4.179,7.427,9.398,5.978,1.039,0.939,1.161,1.033,1.069,0.681,4.023,46.184,0,78.297,0,203.551,0,0,7.631,4.076,7.021,0.395,1.121,1,3,0,0,0,0,3,0,1,2,2,1,0,0,0,7,0,0,9,0,0,0,0,5,2,0,0,0,0,0.303,0,0,-0.641,2.828,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,3,0,1,0,1,0,2,0,0,0,0,12,7,9,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11.256,36.076,-4.24,Antibacterial,0
204,205,357.42,7.77,9,3,3,0,1,0,0,41.3,6.5,6.5,2.2,5,7,3,2,0,1,35.486,0,0,0,0,0,0,0.902,864,2.671,24386,2.935,0.819,3.114,0.598,3.648,1.875,0.451,2.687,13.4339,1.7172,3.785,0.903,0.008,3.944,8.201,8.987,4.287,1.297,1.279,1.394,0.922,1.481,1.286,3.857,8.396,26.731,0,0,75.26,0,0,7.249,3.796,0.153,-0.54,0.8,0,6,0,0,1,0,0,0,0,0,1,1,2,0,0,3,0,0,0,1,0,0,4,2,0,0,0,0,0,4.618,0,0,-2.174,0.86,0,0,6.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,4,0,1,1,1,0,0,11,3,10,0,0,0,0,1,0,1,2,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4.56,3.551,-3.21,Antibacterial,0
201,202,645.75,9.095,18,7,9,2,0,0,2,35.2,12.7,11.3,0,5,6,1,1,0,0,0,96.743,0,199.343,0,0,0,0.957,4426,3.338,63753,2.961,0.813,5.096,0.405,4.277,1.873,0.387,1.707,13.6582,1.548,6.686,1.471,0.003,4.027,7.5,11.15,6.27,0.941,1.017,1.109,1.007,1.128,0.961,3.982,17.222,16.047,0,64.439,161.507,0,0,6.936,4.622,11.136,1.122,3.264,0,1,0,1,1,0,1,0,0,0,0,1,5,0,1,1,0,0,0,1,0,0,3,0,0,0,3,0,0,0.826,0,0,-5.322,0.592,0,0,3.129,0,0,0,0,0,2.486,0,0,0,0,0,0,0,1,4,1,4,1,3,3,7,5,1,7,2,5,2,0,0,5,4,10,0,0,0,0,0,0,2,2,3,114,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,1,1,1,0,2,0,5,0,0,0,0,0,0,2,6,0,0,3,0,2,0,0,0,0,2,2,3,0.76,0.079,-2.13,Antibacterial,0
451,452,510.53,8.957,12,7,4,1,0,0,1,35.1,7,17.5,0,3,4,1,1,0,0,0,74.644,0,155.711,0,0,0,0.901,2424,2.962,21176,2.742,1.787,3.137,0.617,4.221,1.612,0.356,1.65,15.2616,2.1027,5.395,1.408,0.004,3.979,7.447,8.933,5.125,1.055,1.069,1.101,1.167,0.846,0.9,3.879,28.533,47.525,0,32.22,141.999,0,0,6.624,4.612,12.196,0.596,2.461,0,1,0,1,1,2,0,0,0,0,0,1,2,0,1,0,0,1,0,3,0,3,0,3,5,0,0,0,0,-0.219,0,0,-4.236,0.124,0,0,1.113,0,0,5.181,0,0,1.213,0,0,0,1,1,0,0,0,3,2,3,0,0,1,5,4,6,7,5,9,6,0,0,9,3,3,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,3,5,2,0,0,0,3,0,0,0,0,0,0,0,6,3,0,4,0,0,0,4,0,0,0,2,5,0.038,0.013,-1.22,Antibacterial,0
355,356,247.32,8.244,8,2,1,1,1,0,1,33.3,3.3,10,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.228,238,2.311,1020,4.175,1.656,1.121,1.234,3.585,1.322,0.625,1.422,11.3732,3.441,2.98,0.816,0.022,4.716,8.185,8.37,3.523,1.272,1.968,0.748,1.233,1.173,1.621,3.791,7.19,14.96,0,0,64.348,0,6.046,7.661,5.18,0,-1.914,0.765,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.838,0,0,0,0.551,0,0,0,0,0,0,0,0,0,-3.258,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,2,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.149,0.145,-2.3,Antibacterial,0
218,219,427.34,9.29,10,4,2,1,0,2,3,32.6,4.3,13,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.169,1148,2.701,3178,4.273,2.238,1.87,1.147,3.896,1.627,0.598,1.21,15.7294,3.5481,4.391,1.177,0.007,4.716,7.717,9.023,4.789,0.804,1.745,0.789,0.838,1,1.365,4.068,18.073,11.771,0,78.297,163.652,0,6.046,7.661,5.18,12.443,-1,2.471,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.566,0,0,-1.364,0.683,0,0,0,0,0,0,0,0,0,-3.356,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,2,1,3,2,0,0,1,8,9,0,0,0,2,0,0,0,2,4,18,0,24,0,0,0,90,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,6,0,0,2,0,0,0,0,2,0.593,0.477,-2.04,Antibacterial,0
